DocumentNumber,Date,Currency,AmountDKK,AmountEUR,Type,GLAccount,CostCenter,Department,ItemName,SourceType
78003000,2025-07-27,EUR,39819.57,5344.91,Debit,93454,CC109,Quality Assurance,360,Payroll
78003000,2025-05-08,EUR,7681.63,1031.09,Debit,93454,CC109,Quality Assurance,360,Payroll
78003000,2025-04-08,EUR,-2147.27,-288.22,Credit,93454,CC108,Legal & Compliance,386,Payroll
78003000,2025-03-08,EUR,-955.95,-128.32,Credit,96064,CC104,Human Resources,389,Payroll
78003000,2025-03-10,EUR,11122.54,1492.96,Debit,96064,CC104,Human Resources,389,Payroll
78003000,2025-10-25,EUR,2362.6,317.13,Debit,96169,CC100,Research & Development,389,Payroll
78003000,2025-09-11,EUR,-19674.58,-2640.88,Credit,96169,CC101,Sales & Marketing,399,Payroll
78003000,2025-08-08,EUR,-33692.43,-4522.47,Credit,96064,CC102,Manufacturing,429,Payroll
78003000,2025-08-14,EUR,36507.53,4900.34,Debit,96169,CC102,Manufacturing,429,Payroll
78003000,2025-12-27,EUR,22762.84,3055.41,Debit,96169,CC102,Manufacturing,429,Payroll
78003000,2025-03-25,EUR,-4251.05,-570.61,Credit,93454,CC100,Research & Development,450,Payroll
78003000,2025-11-22,EUR,-50548.49,-6785.03,Credit,96169,CC106,Supply Chain Management,450,Payroll
78003000,2025-05-13,EUR,-4942.9,-663.48,Credit,96169,CC106,Supply Chain Management,450,Payroll
78003000,2025-12-12,EUR,44857.75,6021.17,Debit,93454,CC107,Information Technology,450,Payroll
78003000,2025-06-30,EUR,3331.36,447.16,Debit,93454,CC107,Information Technology,450,Payroll
78003000,2025-07-27,EUR,-17555.3,-2356.42,Credit,96169,CC106,Supply Chain Management,452,Payroll
78003000,2025-10-02,EUR,1799.44,241.54,Debit,96169,CC102,Manufacturing,452,Payroll
78003000,2025-03-23,EUR,67.06,9.0,Debit,96064,CC105,Customer Support,461,Payroll
78003000,2025-10-06,EUR,-13578.06,-1822.56,Credit,96169,CC108,Legal & Compliance,465,Payroll
78003000,2025-08-04,EUR,-246.87,-33.14,Credit,93454,CC101,Sales & Marketing,465,Payroll
78003000,2025-05-10,EUR,7962.0,1068.72,Debit,93454,CC106,Supply Chain Management,465,Payroll
78003000,2025-05-06,EUR,15723.23,2110.5,Debit,96064,CC105,Customer Support,465,Payroll
78003000,2025-06-30,EUR,356.74,47.88,Debit,96169,CC108,Legal & Compliance,513,Payroll
78003000,2025-10-25,EUR,17744.22,2381.77,Debit,96169,CC108,Legal & Compliance,513,Payroll
78003000,2025-10-02,EUR,-17632.11,-2366.73,Credit,93454,CC108,Legal & Compliance,547,Payroll
78003000,2025-06-21,EUR,54086.35,7259.91,Debit,96064,CC103,Finance & Accounting,547,Payroll
78003000,2025-03-15,EUR,-139085.38,-18669.18,Credit,96169,CC105,Customer Support,578,Payroll
78003000,2025-01-24,EUR,-618.47,-83.02,Credit,96169,CC105,Customer Support,578,Payroll
78003000,2025-01-29,EUR,-26586.06,-3568.6,Credit,96169,CC105,Customer Support,578,Payroll
78003000,2025-01-26,EUR,-79755.9,-10705.49,Credit,96169,CC105,Customer Support,578,Payroll
78003000,2025-06-07,EUR,-13739.6,-1844.24,Credit,96169,CC107,Information Technology,579,Payroll
78003000,2025-04-10,EUR,-44225.2,-5936.27,Credit,93454,CC101,Sales & Marketing,590,Payroll
78003000,2025-09-21,EUR,78.18,10.49,Debit,96064,CC102,Manufacturing,590,Payroll
78003000,2025-03-06,EUR,8042.59,1079.54,Debit,93454,CC101,Sales & Marketing,590,Payroll
78003000,2025-12-12,EUR,33219.26,4458.96,Debit,93454,CC101,Sales & Marketing,590,Payroll
78003000,2025-12-02,EUR,1392.72,186.94,Debit,96064,CC107,Information Technology,590,Payroll
78003000,2025-09-21,EUR,6204.61,832.83,Debit,96064,CC102,Manufacturing,590,Payroll
78003000,2025-04-08,EUR,-70314.65,-9438.21,Credit,96169,CC107,Information Technology,618,Payroll
78003000,2025-04-18,EUR,-63976.44,-8587.44,Credit,93454,CC100,Research & Development,629,Payroll
78003000,2025-04-01,EUR,-49671.44,-6667.31,Credit,96064,CC100,Research & Development,629,Payroll
78003000,2025-09-16,EUR,-3023.82,-405.88,Credit,93454,CC106,Supply Chain Management,652,Payroll
78003000,2025-06-10,EUR,37032.67,4970.83,Debit,96169,CC106,Supply Chain Management,652,Payroll
78003000,2025-11-18,EUR,-2559.76,-343.59,Credit,96064,CC105,Customer Support,683,Payroll
78003000,2025-11-07,EUR,-20260.75,-2719.56,Credit,96064,CC103,Finance & Accounting,690,Payroll
78003000,2025-07-05,EUR,-27908.07,-3746.05,Credit,96064,CC103,Finance & Accounting,690,Payroll
78003000,2025-12-17,EUR,39923.69,5358.88,Debit,96064,CC103,Finance & Accounting,690,Payroll
78003000,2025-11-18,EUR,5693.34,764.21,Debit,96064,CC106,Supply Chain Management,690,Payroll
78003000,2025-12-24,EUR,-24631.15,-3306.19,Credit,96169,CC107,Information Technology,700,Payroll
78003000,2025-02-18,EUR,46410.21,6229.56,Debit,93454,CC103,Finance & Accounting,700,Payroll
78003000,2025-01-29,EUR,10.7,1.44,Debit,93454,CC104,Human Resources,700,Payroll
78003000,2025-05-17,EUR,38959.95,5229.52,Debit,96169,CC107,Information Technology,700,Payroll
78003000,2025-11-23,EUR,5875.92,788.71,Debit,96064,CC104,Human Resources,717,Payroll
78003000,2025-10-16,EUR,-116989.22,-15703.25,Credit,93454,CC103,Finance & Accounting,720,Payroll
78003000,2025-11-10,EUR,-42562.46,-5713.08,Credit,96169,CC106,Supply Chain Management,730,Payroll
78003000,2025-08-22,EUR,25854.81,3470.44,Debit,96169,CC106,Supply Chain Management,730,Payroll
78003000,2025-12-27,EUR,263989.83,35434.88,Debit,93454,CC108,Legal & Compliance,752,Payroll
78003000,2025-02-16,EUR,1495.4,200.72,Debit,93454,CC102,Manufacturing,752,Payroll
78003000,2025-02-05,EUR,-2184.78,-293.26,Credit,96169,CC107,Information Technology,787,Payroll
78003000,2025-09-12,EUR,256914.36,34485.15,Debit,96169,CC107,Information Technology,787,Payroll
78003000,2025-09-04,EUR,68868.99,9244.16,Debit,93454,CC105,Customer Support,787,Payroll
78003000,2025-03-07,EUR,-1161.77,-155.94,Credit,96064,CC109,Quality Assurance,789,Payroll
78003000,2025-07-19,EUR,-171086.34,-22964.61,Credit,93454,CC106,Supply Chain Management,789,Payroll
78003000,2025-11-07,EUR,212.29,28.5,Debit,96169,CC107,Information Technology,789,Payroll
78003000,2025-07-19,EUR,73667.0,9888.19,Debit,93454,CC101,Sales & Marketing,789,Payroll
78003000,2025-09-19,EUR,-70015.92,-9398.11,Credit,96169,CC107,Information Technology,793,Payroll
78003000,2025-05-15,EUR,-130104.31,-17463.67,Credit,96169,CC107,Information Technology,793,Payroll
78003000,2025-09-22,EUR,6860.78,920.91,Debit,96064,CC109,Quality Assurance,793,Payroll
78003000,2025-09-08,EUR,-10815.39,-1451.73,Credit,96169,CC102,Manufacturing,794,Payroll
78003000,2025-07-23,EUR,52.81,7.09,Debit,96169,CC102,Manufacturing,794,Payroll
78003000,2025-06-07,EUR,1674.78,224.8,Debit,96169,CC102,Manufacturing,794,Payroll
78003000,2025-02-08,EUR,-29.39,-3.94,Credit,93454,CC105,Customer Support,795,Payroll
78003000,2025-04-16,EUR,-4571.81,-613.67,Credit,93454,CC105,Customer Support,795,Payroll
78003000,2025-11-04,EUR,20703.05,2778.93,Debit,96169,CC106,Supply Chain Management,795,Payroll
78003000,2025-09-12,EUR,5023.16,674.25,Debit,96169,CC106,Supply Chain Management,795,Payroll
78003000,2025-07-22,EUR,48024.0,6446.17,Debit,93454,CC105,Customer Support,795,Payroll
78003000,2025-05-26,EUR,10459.9,1404.01,Debit,93454,CC103,Finance & Accounting,841,Payroll
78003000,2025-07-29,EUR,14970.51,2009.46,Debit,93454,CC109,Quality Assurance,841,Payroll
78003000,2025-09-05,EUR,-55187.17,-7407.67,Credit,96169,CC109,Quality Assurance,855,Payroll
78003000,2025-07-07,EUR,6817.5,915.1,Debit,93454,CC100,Research & Development,855,Payroll
78003000,2025-06-13,EUR,3012.23,404.33,Debit,93454,CC102,Manufacturing,888,Payroll
78003000,2025-01-17,EUR,96708.61,12981.02,Debit,93454,CC107,Information Technology,888,Payroll
78003000,2025-02-04,EUR,1201.37,161.26,Debit,96064,CC103,Finance & Accounting,891,Payroll
78003000,2025-05-14,EUR,-26548.21,-3563.52,Credit,96064,CC106,Supply Chain Management,929,Payroll
78003000,2025-08-03,EUR,-5795.44,-777.91,Credit,96169,CC101,Sales & Marketing,929,Payroll
78003000,2025-02-28,EUR,-13634.41,-1830.12,Credit,96169,CC101,Sales & Marketing,929,Payroll
78003000,2025-05-05,EUR,-1997.48,-268.12,Credit,96169,CC101,Sales & Marketing,929,Payroll
78003000,2025-05-10,EUR,132313.64,17760.22,Debit,96169,CC101,Sales & Marketing,929,Payroll
78003000,2025-06-22,EUR,378.84,50.85,Debit,96064,CC106,Supply Chain Management,929,Payroll
78003000,2025-01-12,EUR,11978.32,1607.83,Debit,96169,CC101,Sales & Marketing,929,Payroll
78003000,2025-11-08,EUR,-44321.16,-5949.15,Credit,96169,CC105,Customer Support,935,Payroll
78003000,2025-04-02,EUR,84782.07,11380.14,Debit,93454,CC109,Quality Assurance,935,Payroll
78003000,2025-04-27,EUR,39737.89,5333.94,Debit,96169,CC105,Customer Support,935,Payroll
78003000,2025-02-16,EUR,-56766.43,-7619.66,Credit,96169,CC105,Customer Support,953,Payroll
78003000,2025-08-08,EUR,8379.07,1124.71,Debit,96169,CC105,Customer Support,953,Payroll
78003000,2025-07-06,EUR,123401.36,16563.94,Debit,96169,CC105,Customer Support,953,Payroll
78003000,2025-02-12,EUR,-3185.29,-427.56,Credit,96064,CC105,Customer Support,985,Payroll
78003000,2025-07-30,EUR,-430.94,-57.84,Credit,93454,CC105,Customer Support,992,Payroll
78003000,2025-04-20,EUR,1568.86,210.59,Debit,96064,CC101,Sales & Marketing,992,Payroll
78003001,2025-01-30,DKK,-129501.84,-17382.8,Credit,93454,CC109,Quality Assurance,461,Payroll
78003001,2025-05-17,DKK,-5784.7,-776.47,Credit,93454,CC104,Human Resources,170,Payroll
78003001,2025-03-24,DKK,7740.27,1038.96,Debit,93454,CC104,Human Resources,170,Payroll
78003001,2025-10-26,DKK,106346.97,14274.76,Debit,96064,CC100,Research & Development,170,Payroll
78003001,2025-02-16,DKK,34800.68,4671.23,Debit,96169,CC103,Finance & Accounting,187,Payroll
78003001,2025-06-28,DKK,-147.3,-19.77,Credit,93454,CC102,Manufacturing,196,Payroll
78003001,2025-10-27,DKK,-61463.23,-8250.1,Credit,93454,CC109,Quality Assurance,196,Payroll
78003001,2025-11-09,DKK,7356.74,987.48,Debit,93454,CC102,Manufacturing,196,Payroll
78003001,2025-11-10,DKK,64084.84,8601.99,Debit,96169,CC101,Sales & Marketing,201,Payroll
78003001,2025-07-10,DKK,2250.19,302.04,Debit,96064,CC109,Quality Assurance,299,Payroll
78003001,2025-01-13,DKK,29450.09,3953.03,Debit,96064,CC103,Finance & Accounting,299,Payroll
78003001,2025-03-10,DKK,4691.61,629.75,Debit,96064,CC100,Research & Development,313,Payroll
78003001,2025-07-04,DKK,-7997.17,-1073.45,Credit,96169,CC102,Manufacturing,344,Payroll
78003001,2025-06-16,DKK,-3779.21,-507.28,Credit,96169,CC102,Manufacturing,344,Payroll
78003001,2025-12-28,DKK,17530.33,2353.06,Debit,96064,CC102,Manufacturing,360,Payroll
78003001,2025-09-11,DKK,-1737.5,-233.22,Credit,93454,CC108,Legal & Compliance,386,Payroll
78003001,2025-05-26,DKK,34.32,4.61,Debit,96064,CC104,Human Resources,386,Payroll
78003001,2025-05-19,DKK,98.34,13.2,Debit,96064,CC104,Human Resources,386,Payroll
78003001,2025-04-17,DKK,-35899.57,-4818.73,Credit,93454,CC101,Sales & Marketing,389,Payroll
78003001,2025-06-30,DKK,-2.65,-0.36,Credit,96169,CC100,Research & Development,389,Payroll
78003001,2025-12-15,DKK,-3597.42,-482.88,Credit,96169,CC102,Manufacturing,429,Payroll
78003001,2025-03-07,DKK,-14485.97,-1944.43,Credit,96169,CC102,Manufacturing,452,Payroll
78003001,2025-07-05,DKK,-1799.44,-241.54,Credit,96169,CC102,Manufacturing,452,Payroll
78003001,2025-06-16,DKK,-1191.45,-159.93,Credit,93454,CC101,Sales & Marketing,452,Payroll
78003001,2025-01-30,DKK,-129156.5,-17336.44,Credit,93454,CC109,Quality Assurance,461,Payroll
78003001,2025-02-08,DKK,-108685.78,-14588.7,Credit,96169,CC108,Legal & Compliance,461,Payroll
78003001,2025-02-01,DKK,389.24,52.25,Debit,96064,CC101,Sales & Marketing,461,Payroll
78003001,2025-07-07,DKK,70509.41,9464.35,Debit,93454,CC109,Quality Assurance,461,Payroll
78003001,2025-01-29,DKK,-38872.81,-5217.83,Credit,96169,CC108,Legal & Compliance,465,Payroll
78003001,2025-01-09,DKK,-39340.27,-5280.57,Credit,96169,CC108,Legal & Compliance,465,Payroll
78003001,2025-02-24,DKK,34653.71,4651.5,Debit,93454,CC106,Supply Chain Management,465,Payroll
78003001,2025-12-19,DKK,-3053.49,-409.86,Credit,93454,CC108,Legal & Compliance,547,Payroll
78003001,2025-10-29,DKK,-63784.06,-8561.62,Credit,96064,CC104,Human Resources,578,Payroll
78003001,2025-06-15,DKK,-15375.92,-2063.88,Credit,96169,CC107,Information Technology,579,Payroll
78003001,2025-09-18,DKK,-1271.17,-170.63,Credit,93454,CC101,Sales & Marketing,590,Payroll
78003001,2025-12-15,DKK,6224.05,835.44,Debit,96169,CC103,Finance & Accounting,618,Payroll
78003001,2025-08-29,DKK,-754.49,-101.27,Credit,96064,CC100,Research & Development,629,Payroll
78003001,2025-03-21,DKK,754.49,101.27,Debit,96064,CC101,Sales & Marketing,629,Payroll
78003001,2025-05-13,DKK,7547.7,1013.11,Debit,96064,CC100,Research & Development,629,Payroll
78003001,2025-12-12,DKK,6390.97,857.85,Debit,93454,CC103,Finance & Accounting,652,Payroll
78003001,2025-07-30,DKK,13011.36,1746.49,Debit,93454,CC106,Supply Chain Management,652,Payroll
78003001,2025-10-13,DKK,13941.23,1871.31,Debit,96169,CC106,Supply Chain Management,652,Payroll
78003001,2025-01-11,DKK,-18915.99,-2539.06,Credit,96064,CC105,Customer Support,683,Payroll
78003001,2025-01-11,DKK,-92836.1,-12461.22,Credit,96064,CC100,Research & Development,700,Payroll
78003001,2025-03-03,DKK,1463.99,196.51,Debit,93454,CC103,Finance & Accounting,700,Payroll
78003001,2025-01-01,DKK,-50286.85,-6749.91,Credit,96064,CC104,Human Resources,717,Payroll
78003001,2025-10-27,DKK,120572.69,16184.25,Debit,96169,CC100,Research & Development,717,Payroll
78003001,2025-04-16,DKK,2448.79,328.7,Debit,93454,CC102,Manufacturing,717,Payroll
78003001,2025-02-11,DKK,-25792.47,-3462.08,Credit,93454,CC103,Finance & Accounting,720,Payroll
78003001,2025-09-04,DKK,-23324.43,-3130.8,Credit,93454,CC103,Finance & Accounting,720,Payroll
78003001,2025-10-06,DKK,18466.44,2478.72,Debit,93454,CC102,Manufacturing,752,Payroll
78003001,2025-06-04,DKK,4819.38,646.9,Debit,96064,CC109,Quality Assurance,752,Payroll
78003001,2025-07-30,DKK,1377.65,184.92,Debit,93454,CC108,Legal & Compliance,752,Payroll
78003001,2025-08-09,DKK,-3311.53,-444.5,Credit,93454,CC105,Customer Support,787,Payroll
78003001,2025-04-03,DKK,-50.91,-6.83,Credit,93454,CC107,Information Technology,787,Payroll
78003001,2025-10-24,DKK,-68868.99,-9244.16,Credit,96169,CC107,Information Technology,787,Payroll
78003001,2025-11-11,DKK,26638.98,3575.7,Debit,96169,CC107,Information Technology,787,Payroll
78003001,2025-08-19,DKK,10959.27,1471.04,Debit,96169,CC101,Sales & Marketing,787,Payroll
78003001,2025-05-26,DKK,-3768.01,-505.77,Credit,93454,CC108,Legal & Compliance,794,Payroll
78003001,2025-06-30,DKK,27201.38,3651.19,Debit,96169,CC102,Manufacturing,794,Payroll
78003001,2025-02-14,DKK,-39478.01,-5299.06,Credit,96064,CC103,Finance & Accounting,795,Payroll
78003001,2025-01-30,DKK,55844.08,7495.85,Debit,96064,CC103,Finance & Accounting,795,Payroll
78003001,2025-08-15,DKK,25731.09,3453.84,Debit,93454,CC105,Customer Support,795,Payroll
78003001,2025-02-11,DKK,100509.91,13491.26,Debit,96064,CC103,Finance & Accounting,795,Payroll
78003001,2025-02-24,DKK,50806.33,6819.64,Debit,93454,CC105,Customer Support,821,Payroll
78003001,2025-09-24,DKK,11329.18,1520.7,Debit,93454,CC105,Customer Support,821,Payroll
78003001,2025-09-15,DKK,-91.69,-12.31,Credit,93454,CC103,Finance & Accounting,841,Payroll
78003001,2025-05-08,DKK,-1965.65,-263.85,Credit,96169,CC109,Quality Assurance,855,Payroll
78003001,2025-01-14,DKK,6733.98,903.89,Debit,96169,CC109,Quality Assurance,855,Payroll
78003001,2025-06-16,DKK,70060.03,9404.03,Debit,93454,CC100,Research & Development,855,Payroll
78003001,2025-01-05,DKK,-3012.23,-404.33,Credit,93454,CC106,Supply Chain Management,888,Payroll
78003001,2025-11-14,DKK,-41071.97,-5513.02,Credit,93454,CC107,Information Technology,888,Payroll
78003001,2025-10-08,DKK,13829.16,1856.26,Debit,96169,CC108,Legal & Compliance,888,Payroll
78003001,2025-05-06,DKK,4317.29,579.5,Debit,93454,CC102,Manufacturing,888,Payroll
78003001,2025-12-24,DKK,2666.34,357.9,Debit,93454,CC103,Finance & Accounting,891,Payroll
78003001,2025-01-20,DKK,299.74,40.23,Debit,96169,CC101,Sales & Marketing,929,Payroll
78003001,2025-08-03,DKK,18028.68,2419.96,Debit,93454,CC106,Supply Chain Management,935,Payroll
78003001,2025-10-02,DKK,80713.44,10834.02,Debit,93454,CC106,Supply Chain Management,935,Payroll
78003001,2025-04-17,DKK,3380.65,453.78,Debit,93454,CC109,Quality Assurance,935,Payroll
78003001,2025-11-27,DKK,-49709.92,-6672.47,Credit,96064,CC105,Customer Support,953,Payroll
78003001,2025-03-13,DKK,-26746.88,-3590.19,Credit,96064,CC105,Customer Support,953,Payroll
78003001,2025-04-15,DKK,49709.92,6672.47,Debit,96064,CC105,Customer Support,953,Payroll
78003001,2025-10-12,DKK,9325.35,1251.72,Debit,96064,CC105,Customer Support,953,Payroll
78003001,2025-08-30,DKK,41243.11,5535.99,Debit,96064,CC109,Quality Assurance,953,Payroll
78003001,2025-01-18,DKK,-65548.7,-8798.48,Credit,96064,CC105,Customer Support,985,Payroll
78003001,2025-09-11,DKK,233.55,31.35,Debit,96064,CC105,Customer Support,985,Payroll
78003001,2025-03-15,DKK,42308.06,5678.93,Debit,96064,CC105,Customer Support,985,Payroll
78003001,2025-08-03,DKK,-35308.72,-4739.43,Credit,96064,CC101,Sales & Marketing,992,Payroll
78003001,2025-03-06,DKK,-12431.74,-1668.69,Credit,96169,CC103,Finance & Accounting,992,Payroll
78003001,2025-05-24,DKK,-12378.5,-1661.54,Credit,93454,CC105,Customer Support,992,Payroll
78003001,2025-09-16,DKK,-1688.56,-226.65,Credit,96064,CC101,Sales & Marketing,992,Payroll
78003001,2025-03-12,DKK,-4032.31,-541.25,Credit,93454,CC105,Customer Support,992,Payroll
78003001,2025-02-13,DKK,7042.34,945.28,Debit,93454,CC105,Customer Support,992,Payroll
78003001,2025-05-24,DKK,1688.56,226.65,Debit,93454,CC105,Customer Support,992,Payroll
78003001,2025-02-11,DKK,10746.2,1442.44,Debit,96064,CC101,Sales & Marketing,992,Payroll
78003002,2025-01-25,DKK,56587.54,7595.64,Debit,93454,CC109,Quality Assurance,683,Payroll
78003002,2025-02-12,DKK,-21015.13,-2820.82,Credit,93454,CC103,Finance & Accounting,131,Payroll
78003002,2025-07-27,DKK,380817.22,51116.41,Debit,96169,CC108,Legal & Compliance,131,Payroll
78003002,2025-12-19,DKK,-46406.62,-6229.08,Credit,93454,CC104,Human Resources,170,Payroll
78003002,2025-11-19,DKK,-155.13,-20.82,Credit,93454,CC104,Human Resources,170,Payroll
78003002,2025-07-23,DKK,-48577.9,-6520.52,Credit,96169,CC103,Finance & Accounting,187,Payroll
78003002,2025-11-21,DKK,-1327.71,-178.22,Credit,96064,CC102,Manufacturing,187,Payroll
78003002,2025-04-09,DKK,7346.67,986.13,Debit,93454,CC109,Quality Assurance,196,Payroll
78003002,2025-04-01,DKK,-5102.86,-684.95,Credit,96064,CC108,Legal & Compliance,201,Payroll
78003002,2025-05-21,DKK,-18419.96,-2472.48,Credit,96169,CC108,Legal & Compliance,287,Payroll
78003002,2025-12-19,DKK,53081.15,7124.99,Debit,93454,CC101,Sales & Marketing,287,Payroll
78003002,2025-12-14,DKK,-54243.27,-7280.98,Credit,96064,CC109,Quality Assurance,299,Payroll
78003002,2025-01-31,DKK,60192.22,8079.49,Debit,96064,CC100,Research & Development,299,Payroll
78003002,2025-10-09,DKK,-83651.33,-11228.37,Credit,93454,CC104,Human Resources,313,Payroll
78003002,2025-03-22,DKK,-7328.15,-983.64,Credit,96169,CC107,Information Technology,313,Payroll
78003002,2025-12-27,DKK,-28606.8,-3839.84,Credit,96169,CC102,Manufacturing,344,Payroll
78003002,2025-02-27,DKK,-17445.99,-2341.74,Credit,93454,CC107,Information Technology,344,Payroll
78003002,2025-07-22,DKK,3256.79,437.15,Debit,93454,CC107,Information Technology,344,Payroll
78003002,2025-09-18,DKK,-37.18,-4.99,Credit,96064,CC103,Finance & Accounting,360,Payroll
78003002,2025-07-30,DKK,-32609.17,-4377.07,Credit,96064,CC103,Finance & Accounting,360,Payroll
78003002,2025-02-22,DKK,-170214.46,-22847.58,Credit,96064,CC102,Manufacturing,360,Payroll
78003002,2025-01-12,DKK,42232.85,5668.84,Debit,93454,CC108,Legal & Compliance,360,Payroll
78003002,2025-01-30,DKK,-3503.89,-470.32,Credit,96064,CC108,Legal & Compliance,386,Payroll
78003002,2025-09-01,DKK,3098.56,415.91,Debit,93454,CC108,Legal & Compliance,386,Payroll
78003002,2025-03-10,DKK,43.59,5.85,Debit,96169,CC100,Research & Development,389,Payroll
78003002,2025-01-11,DKK,-43260.0,-5806.71,Credit,93454,CC100,Research & Development,399,Payroll
78003002,2025-09-18,DKK,421.76,56.61,Debit,96064,CC106,Supply Chain Management,429,Payroll
78003002,2025-01-28,DKK,-12522.82,-1680.92,Credit,96169,CC102,Manufacturing,452,Payroll
78003002,2025-06-16,DKK,-2950.52,-396.04,Credit,96169,CC106,Supply Chain Management,547,Payroll
78003002,2025-12-17,DKK,-52330.56,-7024.24,Credit,96169,CC104,Human Resources,547,Payroll
78003002,2025-07-31,DKK,52330.56,7024.24,Debit,93454,CC108,Legal & Compliance,547,Payroll
78003002,2025-02-03,DKK,11233.77,1507.89,Debit,93454,CC100,Research & Development,579,Payroll
78003002,2025-03-07,DKK,-1392.72,-186.94,Credit,93454,CC109,Quality Assurance,590,Payroll
78003002,2025-08-31,DKK,70314.65,9438.21,Debit,96169,CC107,Information Technology,618,Payroll
78003002,2025-11-23,DKK,-69177.01,-9285.5,Credit,93454,CC100,Research & Development,629,Payroll
78003002,2025-01-25,DKK,7437.51,998.32,Debit,93454,CC100,Research & Development,629,Payroll
78003002,2025-01-25,DKK,-3095.21,-415.46,Credit,93454,CC109,Quality Assurance,683,Payroll
78003002,2025-09-22,DKK,-34669.92,-4653.68,Credit,93454,CC109,Quality Assurance,683,Payroll
78003002,2025-02-11,DKK,88872.25,11929.16,Debit,96064,CC108,Legal & Compliance,683,Payroll
78003002,2025-01-03,DKK,-42256.21,-5671.97,Credit,96064,CC103,Finance & Accounting,690,Payroll
78003002,2025-06-18,DKK,20260.75,2719.56,Debit,96064,CC103,Finance & Accounting,690,Payroll
78003002,2025-11-07,DKK,25679.9,3446.97,Debit,96064,CC106,Supply Chain Management,690,Payroll
78003002,2025-07-08,DKK,-15783.95,-2118.65,Credit,93454,CC102,Manufacturing,717,Payroll
78003002,2025-12-20,DKK,-3241.3,-435.07,Credit,96064,CC104,Human Resources,717,Payroll
78003002,2025-10-27,DKK,-27108.26,-3638.69,Credit,96064,CC104,Human Resources,717,Payroll
78003002,2025-05-09,DKK,-24047.67,-3227.88,Credit,96064,CC105,Customer Support,717,Payroll
78003002,2025-11-19,DKK,-47852.44,-6423.15,Credit,93454,CC102,Manufacturing,717,Payroll
78003002,2025-11-06,DKK,358.4,48.11,Debit,93454,CC103,Finance & Accounting,720,Payroll
78003002,2025-01-03,DKK,-15588.33,-2092.39,Credit,93454,CC109,Quality Assurance,729,Payroll
78003002,2025-10-08,DKK,20351.07,2731.69,Debit,93454,CC109,Quality Assurance,729,Payroll
78003002,2025-06-28,DKK,3141.95,421.74,Debit,93454,CC106,Supply Chain Management,729,Payroll
78003002,2025-03-04,DKK,50030.52,6715.51,Debit,93454,CC106,Supply Chain Management,729,Payroll
78003002,2025-02-26,DKK,40394.78,5422.12,Debit,93454,CC109,Quality Assurance,729,Payroll
78003002,2025-07-30,DKK,13851.32,1859.24,Debit,93454,CC106,Supply Chain Management,729,Payroll
78003002,2025-06-15,DKK,63299.9,8496.63,Debit,96064,CC102,Manufacturing,730,Payroll
78003002,2025-09-10,DKK,-58585.81,-7863.87,Credit,93454,CC102,Manufacturing,752,Payroll
