DocumentNumber,Date,Currency,AmountDKK,AmountEUR,Type,GLAccount,CostCenter,CustomerName,ItemName,SourceType
78002000,2025-03-30,DKK,-7195225.82,-965802.12,Credit,36629,CC100,Ørsted,Remote Monitoring & Diagnostics Platform,Product Sales
78002000,2025-01-29,DKK,-3805688.63,-510830.69,Credit,36629,CC106,Ørsted,Grid Connection Solutions,Product Sales
78002000,2025-10-16,DKK,-30444137.94,-4086461.47,Credit,32307,CC100,NextEra Energy,Grid Connection Solutions,Product Sales
78002000,2025-12-17,DKK,-10235006.98,-1373826.44,Credit,35015,CC107,Pattern Energy,Hybrid Wind-Solar Solutions,Product Sales
78002000,2025-07-06,DKK,-5506.87,-739.18,Credit,36629,CC107,Acciona Energia,Energy Storage Integration Package,Product Sales
78002000,2025-01-02,DKK,-1790675.86,-240359.18,Credit,32307,CC100,Pattern Energy,Energy Storage Integration Package,Product Sales
78002000,2025-10-27,DKK,2700485.18,362481.23,Debit,35015,CC108,NextEra Energy,Energy Storage Integration Package,Product Sales
78002000,2025-02-15,DKK,31244163.23,4193847.41,Debit,32307,CC106,Acciona Energia,Energy Storage Integration Package,Product Sales
78002000,2025-12-01,DKK,1790675.86,240359.18,Debit,32307,CC106,Acciona Energia,Energy Storage Integration Package,Product Sales
78002000,2025-01-21,DKK,-167819.14,-22526.06,Credit,32307,CC106,Nordex SE,Wind Turbine Generators,Product Sales
78002000,2025-04-27,DKK,-1937082.44,-260011.07,Credit,32307,CC109,E.ON,Wind Turbine Generators,Product Sales
78002000,2025-11-19,DKK,15660757.21,2102115.06,Debit,32307,CC109,E.ON,Wind Turbine Generators,Product Sales
78002000,2025-07-18,DKK,2906414.3,390122.72,Debit,32307,CC106,Nordex SE,Wind Turbine Generators,Product Sales
78002000,2025-01-29,DKK,-12878815.28,-1728700.04,Credit,35015,CC104,Iberdrola,Turbine Upgrades & Life Extension Kits,Product Sales
78002000,2025-07-01,DKK,-3696165.34,-496129.58,Credit,32307,CC102,General Electric,Turbine Upgrades & Life Extension Kits,Product Sales
78002000,2025-06-08,DKK,1137003.75,152617.95,Debit,35015,CC104,Iberdrola,Turbine Upgrades & Life Extension Kits,Product Sales
78002000,2025-06-03,DKK,19200617.4,2577264.08,Debit,32307,CC104,Pattern Energy,Turbine Upgrades & Life Extension Kits,Product Sales
78002000,2025-02-22,DKK,4788472.57,642748.0,Debit,32307,CC102,General Electric,Turbine Upgrades & Life Extension Kits,Product Sales
78002000,2025-05-18,DKK,14777522.34,1983560.05,Debit,32307,CC104,Iberdrola,Predictive Maintenance Software,Product Sales
78002000,2025-08-04,DKK,13948893.52,1872334.7,Debit,32307,CC103,NextEra Energy,Wind Resource Assessment Services,Product Sales
78002000,2025-06-19,DKK,451181.18,60561.23,Debit,32307,CC106,Siemens Gamesa,Turbine Retrofit Packages,Product Sales
78002000,2025-03-03,DKK,143597.94,19274.89,Debit,32307,CC106,Siemens Gamesa,Turbine Retrofit Packages,Product Sales
78002000,2025-02-22,DKK,-5750553.69,-771886.4,Credit,36629,CC103,General Electric,Digital Twin Modeling Service,Product Sales
78002000,2025-11-07,DKK,3673849.77,493134.2,Debit,36629,CC103,Siemens Gamesa,Digital Twin Modeling Service,Product Sales
78002000,2025-12-22,DKK,1583676.61,212574.04,Debit,32307,CC103,Acciona Energia,Digital Twin Modeling Service,Product Sales
78002000,2025-08-08,DKK,16209457.99,2175766.17,Debit,36629,CC103,General Electric,Digital Twin Modeling Service,Product Sales
78002000,2025-03-13,DKK,-994390.33,-133475.21,Credit,32307,CC106,Iberdrola,Performance Optimization Analytics,Product Sales
78002000,2025-08-18,DKK,124597.74,16724.53,Debit,32307,CC106,Iberdrola,Performance Optimization Analytics,Product Sales
78002000,2025-07-03,DKK,923182.14,123917.07,Debit,32307,CC106,Iberdrola,Performance Optimization Analytics,Product Sales
78002000,2025-03-05,DKK,1030565.54,138330.94,Debit,32307,CC109,Iberdrola,Performance Optimization Analytics,Product Sales
78002000,2025-03-29,DKK,-5109216.22,-685800.83,Credit,36629,CC101,Iberdrola,Blade Repair Services,Product Sales
78002000,2025-11-09,DKK,-34.18,-4.59,Credit,35015,CC105,Ørsted,Component Refurbishment Services,Product Sales
78002000,2025-12-17,DKK,-8067205.56,-1082846.38,Credit,32307,CC101,Siemens Gamesa,Fleet Asset Management Platform,Product Sales
78002000,2025-05-24,DKK,5373307.07,721249.27,Debit,36629,CC106,Enel Green Power,Decommissioning & Repowering Services,Product Sales
78002000,2025-07-27,DKK,7127175.8,956667.89,Debit,35015,CC108,Siemens Gamesa,Lightning Protection Systems,Product Sales
78002000,2025-02-22,DKK,2362163.05,317068.87,Debit,36629,CC104,NextEra Energy,Lightning Protection Systems,Product Sales
78002000,2025-02-03,DKK,3786257.2,508222.44,Debit,32307,CC100,Enel Green Power,Lightning Protection Systems,Product Sales
78002000,2025-05-13,DKK,-323123.94,-43372.34,Credit,32307,CC104,Nordex SE,High-Voltage Transformer Units,Product Sales
78002000,2025-09-16,DKK,16642074.82,2233835.55,Debit,36629,CC108,Nordex SE,High-Voltage Transformer Units,Product Sales
78002000,2025-03-03,DKK,2395799.82,321583.87,Debit,32307,CC104,Nordex SE,High-Voltage Transformer Units,Product Sales
78002000,2025-05-09,DKK,466044.33,62556.29,Debit,32307,CC105,Pattern Energy,High-Voltage Transformer Units,Product Sales
78002000,2025-08-07,DKK,4892921.62,656768.0,Debit,32307,CC104,Nordex SE,High-Voltage Transformer Units,Product Sales
78002000,2025-08-23,DKK,-516985.93,-69394.08,Credit,35015,CC106,E.ON,Noise Reduction Retrofit Kits,Product Sales
78002000,2025-04-16,DKK,-12374838.85,-1661052.19,Credit,35015,CC106,E.ON,Noise Reduction Retrofit Kits,Product Sales
78002000,2025-07-29,DKK,-17084151.33,-2293174.68,Credit,35015,CC106,E.ON,Noise Reduction Retrofit Kits,Product Sales
78002000,2025-01-03,DKK,9388.52,1260.2,Debit,35015,CC105,Pattern Energy,Noise Reduction Retrofit Kits,Product Sales
78002000,2025-09-27,DKK,259525.6,34835.65,Debit,35015,CC106,E.ON,Noise Reduction Retrofit Kits,Product Sales
78002000,2025-11-18,DKK,-109210.31,-14659.1,Credit,36629,CC102,Ørsted,Foundation Design & Supply,Product Sales
78002000,2025-05-30,DKK,2500030.55,335574.57,Debit,36629,CC101,Ørsted,Foundation Design & Supply,Product Sales
78002000,2025-10-24,DKK,-740732.97,-99427.24,Credit,32307,CC105,Iberdrola,Environmental Impact Assessment Service,Product Sales
78002000,2025-03-09,DKK,3507484.8,470803.33,Debit,32307,CC105,NextEra Energy,Crane & Heavy Lift Rental Services,Product Sales
78002000,2025-01-24,DKK,-13134551.72,-1763027.08,Credit,36629,CC106,General Electric,Offshore Substation Packages,Product Sales
78002000,2025-04-09,DKK,834881.18,112064.59,Debit,36629,CC106,General Electric,Offshore Substation Packages,Product Sales
78002000,2025-11-10,DKK,-1984958.91,-266437.44,Credit,36629,CC101,E.ON,Turbine Commissioning Services,Product Sales
78002000,2025-05-25,DKK,-73089.35,-9810.65,Credit,32307,CC105,E.ON,Turbine Commissioning Services,Product Sales
78002000,2025-11-23,DKK,2116534.47,284098.59,Debit,36629,CC101,E.ON,Turbine Commissioning Services,Product Sales
78002000,2025-02-16,DKK,-3541409.56,-475356.99,Credit,32307,CC101,Pattern Energy,Power Purchase Agreement Advisory Service,Product Sales
78002000,2025-04-07,DKK,2123951.89,285094.21,Debit,32307,CC101,Pattern Energy,Power Purchase Agreement Advisory Service,Product Sales
78002000,2025-10-08,DKK,4247584.74,570145.6,Debit,35015,CC103,General Electric,Power Purchase Agreement Advisory Service,Product Sales
78002000,2025-01-16,DKK,438167.97,58814.49,Debit,32307,CC106,Acciona Energia,Wind Measurement Equipment,Product Sales
78002000,2025-07-10,DKK,-4475379.81,-600722.12,Credit,36629,CC105,Siemens Gamesa,Subsea Cable & Connection Solutions,Product Sales
78002000,2025-03-10,DKK,-5305574.85,-712157.7,Credit,35015,CC108,Siemens Gamesa,Subsea Cable & Connection Solutions,Product Sales
78002000,2025-07-15,DKK,-3581497.52,-480737.92,Credit,32307,CC101,Pattern Energy,Subsea Cable & Connection Solutions,Product Sales
78002000,2025-09-16,DKK,8102211.09,1087545.11,Debit,32307,CC106,Iberdrola,Smart Power Forecasting Tools,Product Sales
78002000,2025-04-10,DKK,2349258.81,315336.75,Debit,32307,CC106,Iberdrola,Smart Power Forecasting Tools,Product Sales
78002000,2025-07-12,DKK,1093754.87,146812.73,Debit,35015,CC109,Enel Green Power,Wind Farm Design & Engineering Consulting,Product Sales
78002000,2025-01-18,DKK,2523061.6,338665.99,Debit,35015,CC105,E.ON,Wind Farm Design & Engineering Consulting,Product Sales
78002000,2025-02-13,DKK,-11423786.76,-1533394.2,Credit,32307,CC105,Iberdrola,Remote Troubleshooting Support,Product Sales
78002000,2025-01-13,DKK,-2811042.42,-377321.13,Credit,32307,CC109,Siemens Gamesa,Remote Troubleshooting Support,Product Sales
78002000,2025-05-24,DKK,504896.95,67771.4,Debit,36629,CC103,Pattern Energy,Remote Troubleshooting Support,Product Sales
78002000,2025-08-27,DKK,68642.86,9213.81,Debit,36629,CC103,Pattern Energy,Remote Troubleshooting Support,Product Sales
78002000,2025-10-10,DKK,-264968.99,-35566.31,Credit,36629,CC105,Iberdrola,Ice Detection & Prevention Systems,Product Sales
78002000,2025-06-17,DKK,201624.65,27063.71,Debit,32307,CC106,Siemens Gamesa,Ice Detection & Prevention Systems,Product Sales
78002000,2025-08-02,DKK,964050.92,129402.81,Debit,32307,CC106,Acciona Energia,Ice Detection & Prevention Systems,Product Sales
78002000,2025-01-24,DKK,2058559.56,276316.72,Debit,36629,CC105,Iberdrola,Ice Detection & Prevention Systems,Product Sales
78002000,2025-08-07,DKK,-1676182.01,-224990.87,Credit,36629,CC109,Iberdrola,Project Financing Solutions,Product Sales
78002000,2025-12-20,DKK,2145713.57,288015.24,Debit,32307,CC103,Ørsted,Project Financing Solutions,Product Sales
78002000,2025-05-11,DKK,-2222979.72,-298386.54,Credit,36629,CC101,Siemens Gamesa,Training & Certification Programs,Product Sales
78002000,2025-07-03,DKK,2222027.59,298258.74,Debit,32307,CC103,E.ON,Training & Certification Programs,Product Sales
78002000,2025-03-25,DKK,2487.24,333.86,Debit,36629,CC101,Siemens Gamesa,Training & Certification Programs,Product Sales
78002000,2025-07-12,DKK,-1070919.99,-143747.65,Credit,36629,CC106,NextEra Energy,Access & Service Platforms,Product Sales
78002000,2025-01-11,DKK,111306.45,14940.46,Debit,32307,CC100,Iberdrola,Access & Service Platforms,Product Sales
78002000,2025-06-30,DKK,1070919.99,143747.65,Debit,32307,CC103,Nordex SE,Access & Service Platforms,Product Sales
78002000,2025-01-19,DKK,-291561.44,-39135.76,Credit,35015,CC101,Siemens Gamesa,Oil & Lubricant Supply Services,Product Sales
78002000,2025-08-03,DKK,-593066.22,-79606.2,Credit,35015,CC104,Iberdrola,Oil & Lubricant Supply Services,Product Sales
78002000,2025-02-27,DKK,-3258036.01,-437320.27,Credit,32307,CC106,Pattern Energy,Oil & Lubricant Supply Services,Product Sales
78002000,2025-03-14,DKK,593066.22,79606.2,Debit,36629,CC105,E.ON,Oil & Lubricant Supply Services,Product Sales
78002000,2025-05-13,DKK,3493715.66,468955.12,Debit,32307,CC106,Pattern Energy,Oil & Lubricant Supply Services,Product Sales
78002000,2025-01-13,DKK,-228314.69,-30646.27,Credit,36629,CC100,NextEra Energy,Customer Portal Access Subscription,Product Sales
78002000,2025-09-13,DKK,10003.85,1342.8,Debit,36629,CC100,NextEra Energy,Customer Portal Access Subscription,Product Sales
78002000,2025-07-17,DKK,2077979.6,278923.44,Debit,36629,CC109,Acciona Energia,Customer Portal Access Subscription,Product Sales
78002000,2025-07-20,DKK,-5333.26,-715.87,Credit,36629,CC104,Ørsted,Rotor Balancing Service,Product Sales
78002000,2025-07-22,DKK,7091948.63,951939.41,Debit,35015,CC109,Enel Green Power,Rotor Balancing Service,Product Sales
78002000,2025-08-06,DKK,298308.9,40041.46,Debit,36629,CC104,Ørsted,Rotor Balancing Service,Product Sales
78002000,2025-07-02,DKK,-1310108.94,-175853.55,Credit,32307,CC102,Acciona Energia,Offshore Crew Transfer Solutions,Product Sales
78002000,2025-02-09,DKK,1093707.85,146806.42,Debit,35015,CC106,Pattern Energy,Offshore Crew Transfer Solutions,Product Sales
78002000,2025-05-06,DKK,-1697850.8,-227899.44,Credit,35015,CC103,Enel Green Power,Blade Cleaning Equipment,Product Sales
78002000,2025-12-19,DKK,-2920764.95,-392048.99,Credit,36629,CC100,E.ON,Blade Cleaning Equipment,Product Sales
78002000,2025-10-05,DKK,-766605.17,-102900.02,Credit,35015,CC103,Enel Green Power,Blade Cleaning Equipment,Product Sales
78002000,2025-12-19,DKK,-31100.55,-4174.57,Credit,36629,CC100,E.ON,Blade Cleaning Equipment,Product Sales
78002000,2025-09-28,DKK,33855.21,4544.32,Debit,36629,CC100,E.ON,Blade Cleaning Equipment,Product Sales
78002000,2025-08-18,DKK,766605.17,102900.02,Debit,36629,CC100,E.ON,Blade Cleaning Equipment,Product Sales
78002000,2025-07-07,DKK,-337276.54,-45272.02,Credit,36629,CC107,NextEra Energy,Wind Farm Operations Management,Product Sales
78002000,2025-11-30,DKK,-267371.79,-35888.83,Credit,32307,CC106,General Electric,Wind Farm Operations Management,Product Sales
78002000,2025-10-26,DKK,-546682.41,-73380.19,Credit,32307,CC106,General Electric,Wind Farm Operations Management,Product Sales
78002000,2025-12-20,DKK,5659.62,759.68,Debit,32307,CC106,General Electric,Wind Farm Operations Management,Product Sales
78002000,2025-11-22,DKK,3996475.17,536439.62,Debit,32307,CC106,General Electric,Wind Farm Operations Management,Product Sales
78002000,2025-05-27,DKK,482602.68,64778.88,Debit,36629,CC107,NextEra Energy,Wind Farm Operations Management,Product Sales
78002000,2025-08-11,DKK,-732269.13,-98291.16,Credit,32307,CC106,Ørsted,SCADA System Upgrades,Product Sales
78002000,2025-05-10,DKK,-1285213.55,-172511.89,Credit,32307,CC106,Nordex SE,SCADA System Upgrades,Product Sales
78002000,2025-02-28,DKK,-300174.53,-40291.88,Credit,32307,CC103,Pattern Energy,SCADA System Upgrades,Product Sales
78002000,2025-10-23,DKK,-3592.0,-482.15,Credit,32307,CC101,E.ON,SCADA System Upgrades,Product Sales
78002000,2025-12-13,DKK,-150735.6,-20232.97,Credit,35015,CC108,Ørsted,SCADA System Upgrades,Product Sales
78002001,2025-05-14,DKK,-114460509.61,-15363826.79,Credit,36629,CC103,Siemens Gamesa,Digital Twin Modeling Service,Product Sales
78002001,2025-01-26,DKK,17363769.94,2330707.37,Debit,32307,CC105,Acciona Energia,Utility-Scale Onshore Wind Turbine,Product Sales
78002001,2025-02-12,DKK,-26465385.68,-3552400.76,Credit,35015,CC100,Pattern Energy,Wind Turbine Maintenance Service Contract,Product Sales
78002001,2025-01-19,DKK,24634436.49,3306635.77,Debit,32307,CC106,NextEra Energy,Wind Turbine Blades,Product Sales
78002001,2025-07-30,DKK,-380661.66,-51095.52,Credit,35015,CC106,Siemens Gamesa,Wind Turbine Gearboxes,Product Sales
78002001,2025-10-27,DKK,-8884588.09,-1192562.16,Credit,36629,CC104,Acciona Energia,Wind Turbine Gearboxes,Product Sales
78002001,2025-05-11,DKK,-7796703.88,-1046537.43,Credit,36629,CC104,Acciona Energia,Wind Turbine Gearboxes,Product Sales
78002001,2025-03-19,DKK,105030558.28,14098061.51,Debit,35015,CC102,Enel Green Power,Wind Turbine Gearboxes,Product Sales
78002001,2025-02-20,DKK,-11828132.8,-1587668.83,Credit,36629,CC108,Iberdrola,Wind Turbine Towers,Product Sales
78002001,2025-05-11,DKK,38802474.63,5208385.86,Debit,32307,CC106,Pattern Energy,Wind Turbine Towers,Product Sales
78002001,2025-02-19,DKK,-775116.7,-104042.51,Credit,36629,CC109,General Electric,Wind Turbine Nacelles,Product Sales
78002001,2025-10-28,DKK,-6189959.9,-830867.1,Credit,32307,CC103,Enel Green Power,Wind Turbine Control Systems,Product Sales
78002001,2025-03-13,DKK,-1390738.87,-186676.36,Credit,35015,CC106,General Electric,Wind Turbine Control Systems,Product Sales
78002001,2025-05-30,DKK,10808063.84,1450746.82,Debit,32307,CC103,Enel Green Power,Wind Turbine Control Systems,Product Sales
78002001,2025-07-03,DKK,-5081736.36,-682112.26,Credit,32307,CC108,General Electric,Turbine Installation Services,Product Sales
78002001,2025-02-27,DKK,773124.85,103775.15,Debit,32307,CC108,General Electric,Turbine Installation Services,Product Sales
78002001,2025-10-28,DKK,-21022562.08,-2821820.41,Credit,32307,CC102,E.ON,Remote Monitoring & Diagnostics Platform,Product Sales
78002001,2025-11-26,DKK,-2465197.03,-330898.93,Credit,32307,CC102,E.ON,Remote Monitoring & Diagnostics Platform,Product Sales
78002001,2025-01-27,DKK,13260205.06,1779893.3,Debit,36629,CC106,Ørsted,Grid Connection Solutions,Product Sales
78002001,2025-03-14,DKK,-3456520.29,-463962.46,Credit,35015,CC107,Pattern Energy,Hybrid Wind-Solar Solutions,Product Sales
78002001,2025-01-01,DKK,-19076902.02,-2560657.99,Credit,35015,CC103,Siemens Gamesa,Hybrid Wind-Solar Solutions,Product Sales
78002001,2025-06-30,DKK,-7377086.66,-990212.97,Credit,35015,CC107,Pattern Energy,Hybrid Wind-Solar Solutions,Product Sales
78002001,2025-08-09,DKK,-234139.35,-31428.1,Credit,35015,CC104,Enel Green Power,Hybrid Wind-Solar Solutions,Product Sales
78002001,2025-05-27,DKK,-878006.07,-117853.16,Credit,36629,CC107,Acciona Energia,Energy Storage Integration Package,Product Sales
78002001,2025-07-24,DKK,6204359.23,832799.9,Debit,35015,CC108,NextEra Energy,Energy Storage Integration Package,Product Sales
78002001,2025-01-30,DKK,18081994.9,2427113.41,Debit,35015,CC108,NextEra Energy,Energy Storage Integration Package,Product Sales
78002001,2025-01-06,DKK,-8214122.02,-1102566.71,Credit,32307,CC104,Iberdrola,Wind Turbine Generators,Product Sales
78002001,2025-07-29,DKK,-993988.3,-133421.25,Credit,32307,CC102,Nordex SE,Wind Turbine Generators,Product Sales
78002001,2025-11-20,DKK,-2940221.77,-394660.64,Credit,32307,CC101,Siemens Gamesa,Turbine Upgrades & Life Extension Kits,Product Sales
78002001,2025-06-29,DKK,4465594.73,599408.69,Debit,32307,CC104,Pattern Energy,Turbine Upgrades & Life Extension Kits,Product Sales
78002001,2025-09-09,DKK,-3637996.75,-488321.71,Credit,32307,CC104,Iberdrola,Predictive Maintenance Software,Product Sales
78002001,2025-11-21,DKK,283300.0,38026.85,Debit,32307,CC102,E.ON,Predictive Maintenance Software,Product Sales
78002001,2025-05-15,DKK,22129806.15,2970443.78,Debit,32307,CC102,Iberdrola,Annual Safety Inspection Package,Product Sales
78002001,2025-04-07,DKK,176838.33,23736.69,Debit,32307,CC102,Iberdrola,Annual Safety Inspection Package,Product Sales
78002001,2025-07-23,DKK,-8743194.3,-1173583.13,Credit,36629,CC109,Acciona Energia,Wind Resource Assessment Services,Product Sales
78002001,2025-07-03,DKK,581587.25,78065.4,Debit,36629,CC109,Acciona Energia,Wind Resource Assessment Services,Product Sales
78002001,2025-10-04,DKK,12713.96,1706.57,Debit,36629,CC108,Pattern Energy,Wind Resource Assessment Services,Product Sales
78002001,2025-11-22,DKK,-669716.57,-89894.84,Credit,36629,CC103,E.ON,Turbine Retrofit Packages,Product Sales
78002001,2025-07-22,DKK,-4843764.15,-650169.68,Credit,32307,CC103,Acciona Energia,Digital Twin Modeling Service,Product Sales
78002001,2025-09-15,DKK,-1230.06,-165.11,Credit,36629,CC103,General Electric,Digital Twin Modeling Service,Product Sales
78002001,2025-09-06,DKK,-51147.1,-6865.38,Credit,36629,CC103,Siemens Gamesa,Digital Twin Modeling Service,Product Sales
78002001,2025-06-25,DKK,2226882.89,298910.46,Debit,36629,CC103,Siemens Gamesa,Digital Twin Modeling Service,Product Sales
78002001,2025-05-14,DKK,2417276.66,324466.67,Debit,36629,CC103,Siemens Gamesa,Digital Twin Modeling Service,Product Sales
78002001,2025-11-16,DKK,520573.66,69875.66,Debit,36629,CC103,General Electric,Digital Twin Modeling Service,Product Sales
78002001,2025-10-18,DKK,597349.4,80181.13,Debit,35015,CC108,NextEra Energy,Performance Optimization Analytics,Product Sales
78002001,2025-11-06,DKK,-7818.85,-1049.51,Credit,36629,CC101,Iberdrola,Blade Repair Services,Product Sales
78002001,2025-11-09,DKK,3155424.29,423546.88,Debit,35015,CC108,Enel Green Power,Blade Repair Services,Product Sales
78002001,2025-08-02,DKK,7973965.42,1070330.93,Debit,35015,CC108,Enel Green Power,Blade Repair Services,Product Sales
78002001,2025-04-03,DKK,-9618458.35,-1291068.23,Credit,32307,CC104,Acciona Energia,Component Refurbishment Services,Product Sales
78002001,2025-01-17,DKK,65.9,8.85,Debit,32307,CC104,Acciona Energia,Component Refurbishment Services,Product Sales
78002001,2025-04-25,DKK,625399.78,83946.28,Debit,35015,CC107,NextEra Energy,Component Refurbishment Services,Product Sales
78002001,2025-08-14,DKK,-919849.05,-123469.67,Credit,32307,CC101,Siemens Gamesa,Fleet Asset Management Platform,Product Sales
78002001,2025-02-08,DKK,-173031.97,-23225.77,Credit,32307,CC101,Siemens Gamesa,Fleet Asset Management Platform,Product Sales
78002001,2025-12-19,DKK,-376610.74,-50551.78,Credit,36629,CC106,General Electric,Fleet Asset Management Platform,Product Sales
78002001,2025-06-13,DKK,-783749.41,-105201.26,Credit,32307,CC101,Siemens Gamesa,Fleet Asset Management Platform,Product Sales
78002001,2025-02-05,DKK,-2155859.66,-289377.14,Credit,32307,CC101,Siemens Gamesa,Fleet Asset Management Platform,Product Sales
78002001,2025-09-28,DKK,316310.29,42457.76,Debit,36629,CC106,General Electric,Fleet Asset Management Platform,Product Sales
78002001,2025-07-27,DKK,-3229034.13,-433427.4,Credit,36629,CC100,Enel Green Power,Lightning Protection Systems,Product Sales
78002001,2025-10-06,DKK,335008.76,44967.62,Debit,36629,CC100,Enel Green Power,Lightning Protection Systems,Product Sales
78002001,2025-10-02,DKK,4608312.97,618565.5,Debit,32307,CC104,Nordex SE,High-Voltage Transformer Units,Product Sales
78002001,2025-10-05,DKK,377039.92,50609.39,Debit,32307,CC101,General Electric,Foundation Design & Supply,Product Sales
78002001,2025-09-21,DKK,-591186.78,-79353.93,Credit,32307,CC105,Iberdrola,Environmental Impact Assessment Service,Product Sales
78002001,2025-07-05,DKK,-4475443.83,-600730.72,Credit,32307,CC105,Iberdrola,Environmental Impact Assessment Service,Product Sales
78002001,2025-09-19,DKK,992224.36,133184.48,Debit,32307,CC105,Iberdrola,Environmental Impact Assessment Service,Product Sales
78002001,2025-01-17,DKK,404504.81,54295.95,Debit,32307,CC105,Iberdrola,Environmental Impact Assessment Service,Product Sales
78002001,2025-08-01,DKK,862991.11,115837.73,Debit,32307,CC105,Iberdrola,Environmental Impact Assessment Service,Product Sales
78002001,2025-03-24,DKK,-26874.03,-3607.25,Credit,32307,CC108,Acciona Energia,Crane & Heavy Lift Rental Services,Product Sales
78002001,2025-02-07,DKK,13247656.8,1778208.97,Debit,35015,CC105,Nordex SE,Crane & Heavy Lift Rental Services,Product Sales
78002001,2025-06-05,DKK,26874.03,3607.25,Debit,35015,CC105,Nordex SE,Crane & Heavy Lift Rental Services,Product Sales
78002001,2025-08-27,DKK,-211104.68,-28336.2,Credit,36629,CC106,General Electric,Offshore Substation Packages,Product Sales
78002001,2025-05-25,DKK,1330237.87,178555.42,Debit,36629,CC106,General Electric,Offshore Substation Packages,Product Sales
78002001,2025-07-16,DKK,911.49,122.35,Debit,32307,CC104,NextEra Energy,Offshore Substation Packages,Product Sales
78002001,2025-07-12,DKK,-624772.36,-83862.06,Credit,32307,CC105,E.ON,Turbine Commissioning Services,Product Sales
78002001,2025-07-30,DKK,-760399.74,-102067.08,Credit,32307,CC100,Pattern Energy,Turbine Commissioning Services,Product Sales
78002001,2025-06-11,DKK,2603886.07,349514.91,Debit,32307,CC105,E.ON,Turbine Commissioning Services,Product Sales
78002001,2025-03-31,DKK,-1614019.48,-216646.91,Credit,32307,CC106,Ørsted,Wind Measurement Equipment,Product Sales
78002001,2025-11-23,DKK,987446.14,132543.11,Debit,32307,CC106,Acciona Energia,Wind Measurement Equipment,Product Sales
78002001,2025-04-02,DKK,-282386.46,-37904.22,Credit,36629,CC105,Siemens Gamesa,Subsea Cable & Connection Solutions,Product Sales
78002001,2025-04-20,DKK,-3753010.13,-503759.75,Credit,35015,CC103,Nordex SE,Subsea Cable & Connection Solutions,Product Sales
78002001,2025-04-25,DKK,237079.71,31822.78,Debit,35015,CC103,Nordex SE,Subsea Cable & Connection Solutions,Product Sales
78002001,2025-11-03,DKK,43786.8,5877.42,Debit,36629,CC105,Siemens Gamesa,Subsea Cable & Connection Solutions,Product Sales
78002001,2025-06-11,DKK,1090874.41,146426.1,Debit,32307,CC101,Pattern Energy,Subsea Cable & Connection Solutions,Product Sales
78002001,2025-10-09,DKK,-70748.37,-9496.43,Credit,36629,CC104,General Electric,Smart Power Forecasting Tools,Product Sales
78002001,2025-03-07,DKK,1811706.24,243182.05,Debit,32307,CC106,Iberdrola,Smart Power Forecasting Tools,Product Sales
78002001,2025-12-03,DKK,785628.07,105453.43,Debit,36629,CC104,General Electric,Smart Power Forecasting Tools,Product Sales
78002001,2025-01-24,DKK,-505240.63,-67817.53,Credit,35015,CC109,Enel Green Power,Wind Farm Design & Engineering Consulting,Product Sales
