document_number,debit_credit,date,amount,quantity,account_id,product_id,procurement_id,service_id,vendor_id,customer_id
BUDG78001236,Debit,2021-01-01,1010200.0,2.0,Restricted Cash,,,,,
BUDG78001236,Debit,2021-01-01,692200.0,1.0,Short-term Deposits,,,,,
BUDG78001236,Debit,2021-01-01,92700.0,1.0,Spare Parts Inventory,,,,,
BUDG78001236,Debit,2021-01-01,4500.0,1.0,Trade Payables,,,,,
BUDG78001236,Debit,2021-01-01,513400.0,1.0,VAT Payable,,,,,
BUDG78001250,Debit,2021-01-01,54100.0,2.0,Accessories Inventory,,,,,
BUDG78001250,Credit,2021-01-01,-134600.0,101507.0,Advertising Expenses,,,Annual Social Media Monitoring License,IT Relation A/S,
BUDG78001250,Debit,2021-01-01,8800.0,1.0,Inventory New Vehicles,,,,,
BUDG78001250,Debit,2021-01-01,28100.0,2.0,Other Prepaid Expenses,,,,,
BUDG78001250,Debit,2021-01-01,35900.0,1.0,Prepaid Insurance,,,,,
BUDG78001250,Debit,2021-01-01,8900.0,2.0,Prepaid Rent,,,,,
BUDG78001250,Debit,2021-01-01,4400.0,1.0,Restricted Cash,,,,,
BUDG78001250,Debit,2021-01-01,2900.0,1.0,Trade Payables,,,,,
BUDG78001250,Debit,2021-01-01,33700.0,1.0,VAT Payable,,,,,
BUDG78001254,Credit,2021-01-01,-4941000.0,5098.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
BUDG78001257,Credit,2021-01-01,-210200.0,317.0,COGS Spare Parts,,Headsets,,Dustin Denmark A/S,
BUDG78001257,Debit,2021-01-01,189800.0,3.0,Doubtful Accounts Provision,,,,,
BUDG78001257,Debit,2021-01-01,74500.0,2.0,Inventory New Vehicles,,,,,
BUDG78001257,Debit,2021-01-01,3400.0,1.0,Prepaid Rent,,,,,
BUDG78001257,Debit,2021-01-01,21400.0,1.0,Restricted Cash,,,,,
BUDG78001257,Debit,2021-01-01,44000.0,1.0,Spare Parts Inventory,,,,,
BUDG78001257,Debit,2021-01-01,273700.0,3.0,Trade Receivables,,,,,
BUDG78001257,Debit,2021-01-01,234700.0,2.0,VAT Payable,,,,,
BUDG78001261,Credit,2021-01-01,-1189800.0,253570.0,IT Maintenance & Support,,,Enterprise WiFi Support,IT Relation A/S,
BUDG78001292,Credit,2021-01-01,-1266100.0,1306.0,COGS Spare Parts,,Mobile tool trolleys,,Volkswagen AG,
BUDG78001340,Credit,2021-01-01,-581200.0,10359.0,COGS Spare Parts,,Ear protection,,Lyreco Danmark A/S,
BUDG78001372,Credit,2021-01-01,-48100.0,34184.0,IT Maintenance & Support,,,Annual Secure File Transfer License,IT Relation A/S,
BUDG78001448,Credit,2021-01-01,-3832600.0,1105129.0,Cleaning and Security,,,Building Security Monitoring Service,G4S Danmark A/S,
BUDG78001460,Debit,2021-01-01,42200.0,1.0,Accessories Inventory,,,,,
BUDG78001460,Credit,2021-01-01,-8600.0,98.0,COGS Spare Parts,,USB memory sticks,,Dustin Denmark A/S,
BUDG78001460,Debit,2021-01-01,14600.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78001460,Debit,2021-01-01,153500.0,1.0,Other Prepaid Expenses,,,,,
BUDG78001460,Debit,2021-01-01,105400.0,1.0,Prepaid Insurance,,,,,
BUDG78001460,Debit,2021-01-01,157200.0,1.0,Prepaid Rent,,,,,
BUDG78001460,Debit,2021-01-01,269700.0,1.0,Trade Receivables,,,,,
BUDG78001472,Credit,2021-01-01,-401500.0,6560.0,COGS New Vehicles Purchase,,Water (m³),,Volkswagen AG,
BUDG78001507,Credit,2021-01-01,-7444900.0,456181.0,IT Maintenance & Support,,,Managed IT Infrastructure Outsourcing,IT Relation A/S,
BUDG78001508,Credit,2021-01-01,-253600.0,60646.0,Service Subcontractors,,,Annual Fire Safety Inspection,G4S Danmark A/S,
BUDG78001559,Debit,2021-01-01,407400.0,3.0,Accessories Inventory,,,,,
BUDG78001559,Credit,2021-01-01,-700.0,91.0,COGS Spare Parts,,Binder clips,,Lyreco Danmark A/S,
BUDG78001559,Debit,2021-01-01,83500.0,2.0,Doubtful Accounts Provision,,,,,
BUDG78001559,Debit,2021-01-01,124900.0,1.0,Inventory New Vehicles,,,,,
BUDG78001559,Debit,2021-01-01,292600.0,4.0,Other Prepaid Expenses,,,,,
BUDG78001559,Debit,2021-01-01,323800.0,4.0,Trade Receivables,,,,,
BUDG78001570,Credit,2021-01-01,-56800.0,85.0,COGS Spare Parts,,Headsets,,Dustin Denmark A/S,
BUDG78001570,Debit,2021-01-01,12300.0,1.0,Employee Advances,,,,,
BUDG78001570,Debit,2021-01-01,6700.0,1.0,Other Prepaid Expenses,,,,,
BUDG78001570,Debit,2021-01-01,96500.0,1.0,Prepaid Insurance,,,,,
BUDG78001570,Debit,2021-01-01,47200.0,1.0,Prepaid Rent,,,,,
BUDG78001570,Debit,2021-01-01,22300.0,1.0,Spare Parts Inventory,,,,,
BUDG78001570,Debit,2021-01-01,14700.0,2.0,Trade Payables,,,,,
BUDG78001570,Debit,2021-01-01,15300.0,1.0,VAT Payable,,,,,
BUDG78001586,Credit,2021-01-01,-153500.0,557.0,COGS Spare Parts,,First aid kits,,Volkswagen AG,
BUDG78001586,Debit,2021-01-01,41800.0,1.0,Inventory New Vehicles,,,,,
BUDG78001586,Debit,2021-01-01,9400.0,1.0,Other Prepaid Expenses,,,,,
BUDG78001586,Debit,2021-01-01,7700.0,1.0,Prepaid Insurance,,,,,
BUDG78001586,Debit,2021-01-01,7100.0,1.0,Prepaid Rent,,,,,
BUDG78001586,Debit,2021-01-01,4400.0,1.0,Restricted Cash,,,,,
BUDG78001586,Debit,2021-01-01,16600.0,1.0,Short-term Deposits,,,,,
BUDG78001586,Debit,2021-01-01,8400.0,1.0,Spare Parts Inventory,,,,,
BUDG78001586,Debit,2021-01-01,11100.0,1.0,Trade Payables,,,,,
BUDG78001586,Debit,2021-01-01,42900.0,1.0,Trade Receivables,,,,,
BUDG78001595,Credit,2021-01-01,-1933900.0,462.0,COGS Spare Parts,,Axle assemblies,,Volkswagen AG,
BUDG78001595,Debit,2021-01-01,152900.0,2.0,Doubtful Accounts Provision,,,,,
BUDG78001595,Debit,2021-01-01,55300.0,1.0,Employee Advances,,,,,
BUDG78001595,Debit,2021-01-01,152100.0,2.0,Inventory New Vehicles,,,,,
BUDG78001595,Debit,2021-01-01,12200.0,1.0,Other Prepaid Expenses,,,,,
BUDG78001595,Debit,2021-01-01,355200.0,2.0,Other Tax Receivables,,,,,
BUDG78001595,Debit,2021-01-01,81300.0,1.0,Prepaid Insurance,,,,,
BUDG78001595,Debit,2021-01-01,14500.0,1.0,Restricted Cash,,,,,
BUDG78001595,Debit,2021-01-01,216500.0,2.0,Short-term Deposits,,,,,
BUDG78001595,Debit,2021-01-01,469700.0,4.0,Spare Parts Inventory,,,,,
BUDG78001595,Debit,2021-01-01,305000.0,1.0,Trade Payables,,,,,
BUDG78001595,Debit,2021-01-01,52800.0,1.0,VAT Payable,,,,,
BUDG78001603,Debit,2021-01-01,29600.0,1.0,Accessories Inventory,,,,,
BUDG78001603,Credit,2021-01-01,-303100.0,13.0,COGS Spare Parts,,ECU software licenses,,Volkswagen AG,
BUDG78001603,Debit,2021-01-01,66000.0,2.0,Doubtful Accounts Provision,,,,,
BUDG78001603,Debit,2021-01-01,30100.0,1.0,Inventory New Vehicles,,,,,
BUDG78001603,Debit,2021-01-01,2700.0,1.0,Other Tax Receivables,,,,,
BUDG78001603,Debit,2021-01-01,25500.0,1.0,Prepaid Insurance,,,,,
BUDG78001603,Debit,2021-01-01,44100.0,3.0,Prepaid Rent,,,,,
BUDG78001603,Debit,2021-01-01,37700.0,2.0,Restricted Cash,,,,,
BUDG78001603,Debit,2021-01-01,46700.0,3.0,Spare Parts Inventory,,,,,
BUDG78001603,Debit,2021-01-01,36300.0,2.0,Trade Receivables,,,,,
BUDG78001613,Credit,2021-01-01,-22600.0,277.0,COGS New Vehicles Purchase,,Desk organizers,,Lyreco Danmark A/S,
BUDG78001655,Debit,2021-01-01,22300.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78001655,Debit,2021-01-01,10200.0,2.0,Employee Advances,,,,,
BUDG78001655,Debit,2021-01-01,29900.0,1.0,Prepaid Insurance,,,,,
BUDG78001655,Debit,2021-01-01,140500.0,1.0,Prepaid Rent,,,,,
BUDG78001655,Credit,2021-01-01,-25100.0,30368.0,Service Subcontractors,,,Annual Hazardous Waste Collection Fee,HCS A/S Transport & Spedition,
BUDG78001730,Credit,2021-01-01,-1122400.0,268.0,COGS Spare Parts,,Axle assemblies,,Volkswagen AG,
BUDG78001741,Credit,2021-01-01,-1395200.0,3418.0,COGS Spare Parts,,Vehicle keys and key fobs,,Volkswagen AG,
BUDG78001772,Credit,2021-01-01,-367600.0,379.0,COGS Spare Parts,,Mobile tool trolleys,,Volkswagen AG,
BUDG78001778,Debit,2021-01-01,6300.0,1.0,Accessories Inventory,,,,,
BUDG78001778,Credit,2021-01-01,-1200.0,4.0,COGS Spare Parts,,Computer mice,,Dustin Denmark A/S,
BUDG78001778,Debit,2021-01-01,300.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78001778,Debit,2021-01-01,13000.0,3.0,Employee Advances,,,,,
BUDG78001778,Debit,2021-01-01,3800.0,1.0,Inventory New Vehicles,,,,,
BUDG78001778,Debit,2021-01-01,8100.0,3.0,Other Prepaid Expenses,,,,,
BUDG78001778,Debit,2021-01-01,1300.0,1.0,Prepaid Insurance,,,,,
BUDG78001778,Debit,2021-01-01,2900.0,1.0,Restricted Cash,,,,,
BUDG78001778,Debit,2021-01-01,48100.0,2.0,Trade Payables,,,,,
BUDG78001778,Debit,2021-01-01,9800.0,2.0,VAT Payable,,,,,
BUDG78001817,Credit,2021-01-01,-4000.0,6.0,COGS Spare Parts,,"Hand tools (socket sets, screwdrivers)",,Bosch Automotive,
BUDG78001820,Debit,2021-01-01,35100.0,1.0,Accessories Inventory,,,,,
BUDG78001820,Credit,2021-01-01,-59100.0,5.0,COGS New Vehicles Purchase,,Floor scrubbers,,RegionH Cleaning Services,
BUDG78001820,Debit,2021-01-01,124500.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78001820,Debit,2021-01-01,159800.0,2.0,Employee Advances,,,,,
BUDG78001820,Debit,2021-01-01,35700.0,1.0,Inventory New Vehicles,,,,,
BUDG78001820,Debit,2021-01-01,13500.0,1.0,Other Prepaid Expenses,,,,,
BUDG78001820,Debit,2021-01-01,113700.0,3.0,Other Tax Receivables,,,,,
BUDG78001820,Debit,2021-01-01,48100.0,2.0,Prepaid Insurance,,,,,
BUDG78001820,Debit,2021-01-01,28700.0,1.0,Restricted Cash,,,,,
BUDG78001820,Debit,2021-01-01,148600.0,2.0,Trade Payables,,,,,
BUDG78001820,Debit,2021-01-01,104800.0,3.0,VAT Payable,,,,,
BUDG78001853,Credit,2021-01-01,-900.0,,COGS Spare Parts,,Tire storage racks,,Bridgestone Denmark,
BUDG78001939,Credit,2021-01-01,-55100.0,51478.0,Fleet Management External Fees,,,Annual Vehicle Registration Fee,Volkswagen AG,
BUDG78001962,Credit,2021-01-01,-333100.0,284.0,COGS Spare Parts,,Starter motors,,Bosch Automotive,
BUDG78001962,Debit,2021-01-01,91600.0,3.0,Doubtful Accounts Provision,,,,,
BUDG78001962,Debit,2021-01-01,3600.0,1.0,Employee Advances,,,,,
BUDG78001962,Debit,2021-01-01,123700.0,2.0,Inventory New Vehicles,,,,,
BUDG78001962,Debit,2021-01-01,2000.0,1.0,Prepaid Insurance,,,,,
BUDG78001962,Debit,2021-01-01,113400.0,1.0,Restricted Cash,,,,,
BUDG78001962,Debit,2021-01-01,21700.0,2.0,Spare Parts Inventory,,,,,
BUDG78002021,Credit,2021-01-01,-8000.0,782.0,IT Maintenance & Support,,,Cybersecurity Managed Service,NNIT A/S,
BUDG78002040,Debit,2021-01-01,385200.0,164.0,Accessories Sales Revenue,Roof Racks,,,,AutoDrive Retailers
BUDG78002055,Credit,2021-01-01,-1953700.0,22534.0,COGS Spare Parts,,"Filters (oil, air, fuel, cabin)",,Bosch Automotive,
BUDG78002056,Credit,2021-01-01,-27900.0,26595.0,Service Subcontractors,,,Annual Postal License Fee,PostNord Danmark A/S,
BUDG78002059,Credit,2021-01-01,-34900.0,94.0,COGS Spare Parts,,Keyboards,,Kontor Syd A/S,
BUDG78002061,Debit,2021-01-01,111200.0,52.0,Fleet Management Revenue,Vehicle Safety Training,,,,MetroFleet Management
BUDG78002067,Credit,2021-01-01,-12400.0,12.0,COGS New Vehicles Purchase,,Document shredders,,Kontor Syd A/S,
BUDG78002076,Debit,2021-01-01,800.0,1.0,Workshop Service Revenue,Driver Wellness Services,,,,Startify Mobility
BUDG78002088,Credit,2021-01-01,-1887400.0,411197.0,Service Subcontractors,,,Business Process Outsourcing (BPO),Adecco Danmark A/S,
BUDG78002101,Credit,2021-01-01,-195800.0,4.0,COGS New Vehicles Purchase,,Security services,,G4S Danmark A/S,
BUDG78002114,Credit,2021-01-01,-132500.0,1.0,Accessories Inventory,,,,,
BUDG78002114,Credit,2021-01-01,-160700.0,1.0,Employee Advances,,,,,
BUDG78002114,Credit,2021-01-01,-210000.0,1.0,Other Tax Receivables,,,,,
BUDG78002114,Credit,2021-01-01,-247300.0,1.0,Prepaid Insurance,,,,,
BUDG78002114,Credit,2021-01-01,-189000.0,1.0,Prepaid Rent,,,,,
BUDG78002114,Credit,2021-01-01,-118200.0,1.0,Short-term Deposits,,,,,
BUDG78002114,Credit,2021-01-01,-1454500.0,3.0,Spare Parts Inventory,,,,,
BUDG78002114,Debit,2021-01-01,1701300.0,521.0,Workshop Service Revenue,Car Engine Remapping,,,,Capital Car Distributors
BUDG78002122,Debit,2021-01-01,30500.0,40.0,Roadside Assistance Revenue,Towing Services,,,,BlueFleet Solutions
BUDG78002128,Debit,2021-01-01,183500.0,150.0,Workshop Service Revenue,Auto Detailing,,,,Odense B2B Auto
BUDG78002132,Debit,2021-01-01,155300.0,12.0,Commission Income,Private Car Sales Brokerage,,,,Danmark Car Brokers
BUDG78002141,Debit,2021-01-01,45000.0,25.0,Accessories Sales Revenue,Remote Start Solutions,,,,Startify Mobility
BUDG78002141,Credit,2021-01-01,-13600.0,52.0,COGS Spare Parts,,Smoke detectors,,Securitas Danmark A/S,
BUDG78002141,Credit,2021-01-01,-374500.0,298537.0,IT Maintenance & Support,,,Annual Learning Content Subscription,IT Relation A/S,
BUDG78002164,Credit,2021-01-01,-14900.0,1.0,Accessories Inventory,,,,,
BUDG78002164,Credit,2021-01-01,-243300.0,529.0,COGS Spare Parts,,Wiper assemblies,,Bosch Automotive,
BUDG78002164,Credit,2021-01-01,-1829100.0,4.0,Doubtful Accounts Provision,,,,,
BUDG78002164,Credit,2021-01-01,-870600.0,1.0,Employee Advances,,,,,
BUDG78002164,Credit,2021-01-01,-1037000.0,1.0,Inventory New Vehicles,,,,,
BUDG78002164,Credit,2021-01-01,-363800.0,2.0,Other Prepaid Expenses,,,,,
BUDG78002164,Credit,2021-01-01,-342300.0,1.0,Prepaid Rent,,,,,
BUDG78002164,Credit,2021-01-01,-2797500.0,1.0,Short-term Deposits,,,,,
BUDG78002187,Debit,2021-01-01,409400.0,730.0,Workshop Service Revenue,Automotive Software Updates,,,,GreenTech Automotive Solutions
BUDG78002207,Credit,2021-01-01,-2400.0,3308.0,COGS New Vehicles Purchase,,Paper clips,,Lyreco Danmark A/S,
BUDG78002218,Debit,2021-01-01,197200.0,645.0,Accessories Sales Revenue,License Plate Frames,,,,AutoDrive Retailers
BUDG78002221,Debit,2021-01-01,78400.0,18.0,Accessories Sales Revenue,Touchscreen Display Upgrades,,,,AutoDrive Retailers
BUDG78002223,Credit,2021-01-01,-1213300.0,312.0,COGS Spare Parts,,Dashboard assemblies,,Volkswagen AG,
BUDG78002226,Debit,2021-01-01,9700.0,1.0,Accessories Inventory,,,,,
BUDG78002226,Debit,2021-01-01,33500.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78002226,Debit,2021-01-01,122800.0,1.0,Employee Advances,,,,,
BUDG78002226,Credit,2021-01-01,-33200.0,11414.0,IT Maintenance & Support,,,SAP Hana Database License,IT Relation A/S,
BUDG78002226,Debit,2021-01-01,18000.0,1.0,Inventory New Vehicles,,,,,
BUDG78002226,Debit,2021-01-01,25000.0,1.0,Other Tax Receivables,,,,,
BUDG78002226,Debit,2021-01-01,24500.0,1.0,Trade Receivables,,,,,
BUDG78002226,Debit,2021-01-01,49600.0,1.0,VAT Payable,,,,,
BUDG78002240,Credit,2021-01-01,-50400.0,51.0,COGS New Vehicles Purchase,,Window blinds,,Lindab Danmark A/S,
BUDG78002240,Debit,2021-01-01,600.0,1.0,Doubtful Accounts Provision,,,,,
BUDG78002240,Debit,2021-01-01,6600.0,1.0,Employee Advances,,,,,
BUDG78002240,Debit,2021-01-01,8000.0,1.0,Inventory New Vehicles,,,,,
BUDG78002240,Debit,2021-01-01,8100.0,1.0,Other Prepaid Expenses,,,,,
BUDG78002240,Debit,2021-01-01,7700.0,2.0,Other Tax Receivables,,,,,
BUDG78002240,Debit,2021-01-01,2000.0,1.0,Prepaid Insurance,,,,,
BUDG78002240,Debit,2021-01-01,0.0,1.0,Prepaid Rent,,,,,
BUDG78002240,Debit,2021-01-01,5800.0,2.0,Restricted Cash,,,,,
BUDG78002240,Debit,2021-01-01,2800.0,1.0,Short-term Deposits,,,,,
BUDG78002240,Debit,2021-01-01,5200.0,2.0,Spare Parts Inventory,,,,,
BUDG78002240,Debit,2021-01-01,1600.0,1.0,Trade Payables,,,,,
BUDG78002240,Debit,2021-01-01,1200.0,1.0,Trade Receivables,,,,,
BUDG78002246,Debit,2021-01-01,1017000.0,277.0,Accessories Sales Revenue,Adaptive Cruise Control,,,,AutoDrive Retailers
BUDG78002253,Debit,2021-01-01,73200.0,20.0,Accessories Sales Revenue,Adaptive Cruise Control,,,,AutoDrive Retailers
BUDG78002258,Credit,2021-01-01,-56400.0,1.0,Employee Advances,,,,,
BUDG78002258,Credit,2021-01-01,-296600.0,2.0,Inventory New Vehicles,,,,,
BUDG78002258,Credit,2021-01-01,-388800.0,2.0,Other Tax Receivables,,,,,
BUDG78002258,Credit,2021-01-01,-69700.0,1.0,Prepaid Rent,,,,,
BUDG78002258,Credit,2021-01-01,-82700.0,1.0,Restricted Cash,,,,,
BUDG78002258,Credit,2021-01-01,-366400.0,2.0,Trade Payables,,,,,
BUDG78002258,Credit,2021-01-01,-212600.0,1.0,VAT Payable,,,,,
BUDG78002258,Debit,2021-01-01,461500.0,2.0,Vehicle Sales Revenue,Corporate Vehicle Sales,,,,GreenTech Automotive Solutions
BUDG78002279,Credit,2021-01-01,-1169400.0,2547.0,COGS Spare Parts,,Wiper assemblies,,Bosch Automotive,
BUDG78002301,Debit,2021-01-01,175900.0,75.0,Workshop Service Revenue,Seat Heating Installations,,,,GreenTech Automotive Solutions
BUDG78002316,Debit,2021-01-01,52100.0,426.0,Accessories Sales Revenue,Car Air Fresheners,,,,Capital Car Distributors
BUDG78002326,Debit,2021-01-01,316800.0,76.0,Accessories Sales Revenue,Mobile Charging Solutions,,,,GreenTech Automotive Solutions
BUDG78002347,Credit,2021-01-01,-600.0,1.0,Accessories Inventory,,,,,
BUDG78002347,Credit,2021-01-01,-500.0,1.0,Inventory New Vehicles,,,,,
BUDG78002347,Credit,2021-01-01,-6500.0,1.0,Other Prepaid Expenses,,,,,
BUDG78002347,Credit,2021-01-01,-19800.0,4.0,Other Tax Receivables,,,,,
BUDG78002347,Credit,2021-01-01,-10100.0,1.0,Prepaid Insurance,,,,,
BUDG78002347,Credit,2021-01-01,-8300.0,2.0,Prepaid Rent,,,,,
BUDG78002347,Credit,2021-01-01,-1043500.0,568329.0,Service Subcontractors,,,Annual Diversity & Inclusion Training,Adecco Danmark A/S,
BUDG78002347,Credit,2021-01-01,-1000.0,1.0,Short-term Deposits,,,,,
BUDG78002347,Credit,2021-01-01,-600.0,1.0,Spare Parts Inventory,,,,,
BUDG78002347,Credit,2021-01-01,-11200.0,2.0,Trade Payables,,,,,
BUDG78002347,Credit,2021-01-01,-3200.0,1.0,Trade Receivables,,,,,
BUDG78002353,Credit,2021-01-01,-283300.0,2.0,Accessories Inventory,,,,,
BUDG78002353,Debit,2021-01-01,679700.0,606.0,Accessories Sales Revenue,Child Seats,,,,AutoDrive Retailers
BUDG78002353,Credit,2021-01-01,-4500.0,1.0,Inventory New Vehicles,,,,,
BUDG78002353,Credit,2021-01-01,-3600.0,1.0,Other Prepaid Expenses,,,,,
BUDG78002353,Credit,2021-01-01,-36300.0,1.0,Other Tax Receivables,,,,,
BUDG78002353,Credit,2021-01-01,-4800.0,1.0,Prepaid Insurance,,,,,
BUDG78002353,Credit,2021-01-01,-41800.0,1.0,Prepaid Rent,,,,,
BUDG78002353,Credit,2021-01-01,-178600.0,2.0,Restricted Cash,,,,,
BUDG78002353,Credit,2021-01-01,-225300.0,4.0,Trade Payables,,,,,
