document_number,debit_credit,date,amount,quantity,account_id,product_id,procurement_id,service_id,vendor_id,customer_id
78001145,Credit,2023-04-03,-950950.01,30.0,309,-1,784,-1,421,-1
78001867,Credit,2021-10-23,-17563.87,0.0,309,-1,784,-1,421,-1
78001419,Credit,2023-12-19,-5432650.46,175.0,309,-1,784,-1,421,-1
78002995,Credit,2021-11-30,-4338837.79,139.0,309,-1,784,-1,421,-1
78002713,Credit,2022-08-01,-6696779.39,216.0,309,-1,784,-1,421,-1
78001572,Credit,2020-04-23,-15850004.88,511.0,309,-1,784,-1,421,-1
78002959,Credit,2025-12-16,-288904.58,9.0,309,-1,784,-1,421,-1
78002026,Credit,2023-01-15,-2226694.74,71.0,309,-1,784,-1,421,-1
78002617,Credit,2020-02-21,-71264.25,2.0,309,-1,784,-1,421,-1
78002286,Credit,2023-03-29,-1498536.26,48.0,309,-1,784,-1,421,-1
78001798,Credit,2025-03-25,-1497671.44,48.0,309,-1,784,-1,421,-1
78001320,Credit,2024-08-22,-1701052.39,54.0,309,-1,784,-1,421,-1
78002630,Credit,2024-03-15,-7955385.28,256.0,309,-1,784,-1,421,-1
78002599,Credit,2020-10-30,-99253.92,3.0,309,-1,784,-1,421,-1
78001245,Credit,2023-12-12,-6469821.51,404.0,309,-1,785,-1,421,-1
78002612,Credit,2024-08-09,-5118955.39,319.0,309,-1,785,-1,421,-1
78001476,Credit,2023-06-06,-1082852.06,67.0,309,-1,785,-1,421,-1
78002282,Credit,2025-05-11,-1355466.68,84.0,309,-1,785,-1,421,-1
78002116,Credit,2021-08-29,-15489418.74,968.0,309,-1,785,-1,421,-1
78002826,Credit,2021-06-11,-2329279.27,145.0,309,-1,785,-1,421,-1
78001782,Credit,2025-03-23,-1385339.53,86.0,309,-1,785,-1,421,-1
78001532,Credit,2023-10-01,-11550070.14,721.0,309,-1,785,-1,421,-1
78002597,Credit,2020-01-04,-190565.76,11.0,309,-1,785,-1,421,-1
78002362,Credit,2022-02-13,-2133593.19,133.0,309,-1,785,-1,421,-1
78002947,Credit,2025-02-26,-1857198.65,116.0,309,-1,785,-1,421,-1
78002283,Credit,2020-02-27,-2137946.57,133.0,309,-1,785,-1,421,-1
78001236,Credit,2020-01-08,-3781669.17,236.0,309,-1,785,-1,421,-1
78002164,Credit,2021-09-08,-50703.73,3.0,309,-1,785,-1,421,-1
78001974,Credit,2025-06-27,-144446.51,9.0,309,-1,785,-1,421,-1
78002970,Credit,2025-05-31,-169795.07,10.0,309,-1,785,-1,421,-1
78002967,Credit,2023-02-09,-291438.16,18.0,309,-1,785,-1,421,-1
78001678,Credit,2023-04-25,-14636042.23,914.0,309,-1,785,-1,421,-1
78002503,Credit,2021-12-28,-4367259.33,272.0,309,-1,785,-1,421,-1
78001578,Credit,2021-06-14,-325750.5,20.0,309,-1,785,-1,421,-1
78002373,Credit,2024-11-22,-251429.21,15.0,309,-1,785,-1,421,-1
78002593,Credit,2020-08-20,-276041.33,17.0,309,-1,785,-1,421,-1
78002747,Credit,2022-12-02,-128212.11,8.0,309,-1,785,-1,421,-1
78001129,Credit,2023-10-21,-375073.63,23.0,309,-1,785,-1,421,-1
78002560,Credit,2020-08-15,-2232814.22,139.0,309,-1,785,-1,421,-1
78001010,Credit,2023-02-11,-13615.37,0.0,309,-1,785,-1,421,-1
78001256,Credit,2023-06-17,-12423352.25,776.0,309,-1,785,-1,421,-1
78001815,Credit,2024-06-16,-32865.87,2.0,309,-1,785,-1,421,-1
78001368,Credit,2021-05-26,-8356020.74,522.0,309,-1,785,-1,421,-1
78001943,Credit,2021-10-05,-299963.09,18.0,309,-1,785,-1,421,-1
78002417,Credit,2023-05-31,-1235399.08,27.0,309,-1,786,-1,421,-1
78002616,Credit,2025-11-26,-3628643.4,80.0,309,-1,786,-1,421,-1
78002821,Credit,2021-04-17,-1925683.56,42.0,309,-1,786,-1,421,-1
78002442,Credit,2025-12-01,-12112.42,0.0,309,-1,786,-1,421,-1
78001881,Credit,2024-04-14,-5450644.29,121.0,309,-1,786,-1,421,-1
78001018,Credit,2024-12-17,-2357892.01,52.0,309,-1,786,-1,421,-1
78001109,Credit,2020-07-16,-103385.35,2.0,309,-1,786,-1,421,-1
78002460,Credit,2021-10-20,-2564124.87,56.0,309,-1,786,-1,421,-1
78001504,Credit,2020-05-05,-652508.0,14.0,309,-1,786,-1,421,-1
78002057,Credit,2022-03-25,-3626.13,0.0,309,-1,786,-1,421,-1
78002311,Credit,2025-11-22,-402442.14,8.0,309,-1,786,-1,421,-1
78002867,Credit,2020-08-18,-129102.69,2.0,309,-1,786,-1,421,-1
78002002,Credit,2023-05-15,-3279682.97,72.0,309,-1,786,-1,421,-1
78001254,Credit,2020-01-13,-7814908.27,173.0,309,-1,786,-1,421,-1
78001637,Credit,2024-04-10,-68004.64,1.0,309,-1,786,-1,421,-1
78002744,Credit,2021-03-04,-3190776.01,70.0,309,-1,786,-1,421,-1
78001133,Credit,2020-10-09,-724848.58,16.0,309,-1,786,-1,421,-1
78001498,Credit,2022-01-08,-4071278.7,90.0,309,-1,786,-1,421,-1
78001396,Credit,2024-08-19,-1141385.14,25.0,309,-1,786,-1,421,-1
78002510,Credit,2020-08-21,-3447125.52,76.0,309,-1,786,-1,421,-1
78002621,Credit,2021-05-15,-93248.58,2.0,309,-1,786,-1,421,-1
78002610,Credit,2020-01-19,-544524.22,12.0,309,-1,786,-1,421,-1
78002983,Credit,2025-10-23,-313304.06,6.0,309,-1,786,-1,421,-1
78001646,Credit,2023-07-19,-270559.11,6.0,309,-1,786,-1,421,-1
78002836,Credit,2024-04-26,-57944.26,1.0,309,-1,786,-1,421,-1
78001684,Credit,2023-11-28,-1516017.59,33.0,309,-1,786,-1,421,-1
78002236,Credit,2020-11-11,-112988.42,2.0,309,-1,786,-1,421,-1
78002856,Credit,2023-07-25,-32424153.26,720.0,309,-1,786,-1,421,-1
78002373,Credit,2020-10-13,-9050831.1,201.0,309,-1,786,-1,421,-1
78001018,Credit,2022-05-27,-262855.63,5.0,309,-1,786,-1,421,-1
78002010,Credit,2023-05-30,-18514258.9,1542.0,309,-1,787,-1,421,-1
78001118,Credit,2023-05-07,-2822163.36,235.0,309,-1,787,-1,421,-1
78002838,Credit,2020-09-16,-6665011.72,555.0,309,-1,787,-1,421,-1
78001301,Credit,2020-03-14,-887203.97,73.0,309,-1,787,-1,421,-1
78002308,Credit,2024-10-17,-2182503.23,181.0,309,-1,787,-1,421,-1
78001226,Credit,2024-05-09,-111675.05,9.0,309,-1,787,-1,421,-1
78002530,Credit,2020-06-28,-705469.75,58.0,309,-1,787,-1,421,-1
78002524,Credit,2020-10-04,-201780.23,16.0,309,-1,787,-1,421,-1
78002235,Credit,2025-05-11,-959473.66,79.0,309,-1,787,-1,421,-1
78001355,Credit,2024-08-15,-34011.78,2.0,309,-1,787,-1,421,-1
78001700,Credit,2025-12-23,-879953.05,73.0,309,-1,787,-1,421,-1
78001486,Credit,2021-07-08,-549097.26,45.0,309,-1,787,-1,421,-1
78002344,Credit,2022-12-03,-6372241.53,531.0,309,-1,787,-1,421,-1
78002686,Credit,2021-05-30,-1883204.7,156.0,309,-1,787,-1,421,-1
78001222,Credit,2023-09-25,-1030663.1,85.0,309,-1,787,-1,421,-1
78002663,Credit,2020-09-09,-9180938.79,765.0,309,-1,787,-1,421,-1
78002783,Credit,2020-10-04,-130832.8,10.0,309,-1,787,-1,421,-1
78002586,Credit,2020-06-05,-37444.53,3.0,309,-1,787,-1,421,-1
78002214,Credit,2024-02-29,-2855010.22,237.0,309,-1,787,-1,421,-1
78001994,Credit,2022-12-15,-165438.47,13.0,309,-1,787,-1,421,-1
78001499,Credit,2023-09-15,-344264.74,28.0,309,-1,787,-1,421,-1
78002518,Credit,2025-04-13,-228500.99,19.0,309,-1,787,-1,421,-1
78002260,Credit,2024-06-10,-4155767.8,346.0,309,-1,787,-1,421,-1
78002045,Credit,2022-10-07,-1090366.39,90.0,309,-1,787,-1,421,-1
78002645,Credit,2025-11-28,-1304222.33,108.0,309,-1,787,-1,421,-1
78002350,Credit,2022-09-26,-1633013.28,136.0,309,-1,787,-1,421,-1
78002568,Credit,2020-09-02,-1812820.67,151.0,309,-1,787,-1,421,-1
78002150,Credit,2025-12-16,-6001049.11,500.0,309,-1,787,-1,421,-1
78001364,Credit,2020-02-18,-456631.34,38.0,309,-1,787,-1,421,-1
78002891,Credit,2023-04-17,-1247987.27,103.0,309,-1,787,-1,421,-1
78002067,Credit,2021-11-08,-8649309.21,910.0,309,-1,788,-1,421,-1
78001518,Credit,2023-01-06,-66004.05,6.0,309,-1,788,-1,421,-1
78002151,Credit,2023-05-07,-2024829.85,213.0,309,-1,788,-1,421,-1
78002626,Credit,2021-06-07,-93688.05,9.0,309,-1,788,-1,421,-1
78002153,Credit,2023-05-03,-1961838.49,206.0,309,-1,788,-1,421,-1
78001528,Credit,2024-07-17,-7852892.74,826.0,309,-1,788,-1,421,-1
78002344,Credit,2021-08-05,-111117.75,11.0,309,-1,788,-1,421,-1
78001185,Credit,2022-04-20,-298243.46,31.0,309,-1,788,-1,421,-1
78002645,Credit,2021-08-10,-5431.08,0.0,309,-1,788,-1,421,-1
78001797,Credit,2024-12-04,-3673853.34,386.0,309,-1,788,-1,421,-1
78001981,Credit,2024-05-06,-565217.91,59.0,309,-1,788,-1,421,-1
78001347,Credit,2025-03-26,-59117.43,6.0,309,-1,788,-1,421,-1
78002504,Credit,2021-01-05,-78505.35,8.0,309,-1,788,-1,421,-1
78001921,Credit,2020-06-09,-4372290.03,460.0,309,-1,788,-1,421,-1
78002698,Credit,2020-09-17,-253851.7,26.0,309,-1,788,-1,421,-1
78002982,Credit,2020-12-16,-3014270.69,317.0,309,-1,788,-1,421,-1
78002610,Credit,2023-03-12,-2683902.01,282.0,309,-1,788,-1,421,-1
78002734,Credit,2025-10-29,-306241.69,32.0,309,-1,788,-1,421,-1
78002947,Credit,2022-02-21,-159285.73,16.0,309,-1,788,-1,421,-1
78001920,Credit,2025-10-01,-1688380.83,177.0,309,-1,788,-1,421,-1
78001956,Credit,2020-03-23,-1030981.74,108.0,309,-1,788,-1,421,-1
78001360,Credit,2025-07-25,-113587.78,11.0,309,-1,788,-1,421,-1
78002310,Credit,2021-01-28,-1236306.17,130.0,309,-1,788,-1,421,-1
78001181,Credit,2025-06-24,-1584.17,0.0,309,-1,788,-1,421,-1
78002474,Credit,2020-05-01,-10844851.88,1141.0,309,-1,788,-1,421,-1
78001096,Credit,2025-09-09,-2715929.84,285.0,309,-1,788,-1,421,-1
78001562,Credit,2021-03-12,-2846128.37,299.0,309,-1,788,-1,421,-1
78001313,Credit,2021-10-25,-1640444.87,172.0,309,-1,788,-1,421,-1
78002569,Credit,2022-12-09,-868871.33,91.0,309,-1,788,-1,421,-1
78001954,Credit,2022-04-14,-11090042.46,1167.0,309,-1,788,-1,421,-1
78001020,Credit,2024-01-03,-22836009.48,12018.0,309,-1,789,-1,421,-1
78002719,Credit,2025-11-07,-70225.58,36.0,309,-1,789,-1,421,-1
78001804,Credit,2023-08-20,-6219004.98,3273.0,309,-1,789,-1,421,-1
78001575,Credit,2024-04-29,-1631015.66,858.0,309,-1,789,-1,421,-1
78002520,Credit,2020-07-12,-13551.12,7.0,309,-1,789,-1,421,-1
78001402,Credit,2023-10-06,-4210894.46,2216.0,309,-1,789,-1,421,-1
78002147,Credit,2022-09-20,-502587.8,264.0,309,-1,789,-1,421,-1
78001612,Credit,2025-04-26,-1312160.88,690.0,309,-1,789,-1,421,-1
78002142,Credit,2022-04-30,-542054.26,285.0,309,-1,789,-1,421,-1
78002876,Credit,2024-01-30,-3054619.88,1607.0,309,-1,789,-1,421,-1
78002613,Credit,2021-05-11,-227961.01,119.0,309,-1,789,-1,421,-1
78001969,Credit,2021-07-20,-89656.01,47.0,309,-1,789,-1,421,-1
78001692,Credit,2022-04-04,-1122334.53,590.0,309,-1,789,-1,421,-1
78002734,Credit,2021-10-28,-8668972.17,4562.0,309,-1,789,-1,421,-1
78002500,Credit,2021-07-08,-1561695.11,821.0,309,-1,789,-1,421,-1
78001958,Credit,2020-04-17,-774.81,0.0,309,-1,789,-1,421,-1
78001871,Credit,2025-01-09,-143231.29,75.0,309,-1,789,-1,421,-1
78002725,Credit,2020-05-20,-99868.06,52.0,309,-1,789,-1,421,-1
78001839,Credit,2025-04-30,-32917.44,17.0,309,-1,789,-1,421,-1
78001102,Credit,2020-09-30,-1139660.68,599.0,309,-1,789,-1,421,-1
78001332,Credit,2020-05-23,-20331.2,10.0,309,-1,789,-1,421,-1
78002901,Credit,2023-05-16,-199099.63,104.0,309,-1,789,-1,421,-1
78002810,Credit,2023-01-03,-190161.07,100.0,309,-1,789,-1,421,-1
78002482,Credit,2022-12-10,-6036.56,3.0,309,-1,789,-1,421,-1
78002153,Credit,2023-06-11,-3663701.83,1928.0,309,-1,789,-1,421,-1
78001752,Credit,2021-09-21,-1245517.1,655.0,309,-1,789,-1,421,-1
78001133,Credit,2023-12-25,-725767.96,381.0,309,-1,789,-1,421,-1
78002180,Credit,2023-01-03,-108900.8,57.0,309,-1,789,-1,421,-1
78001424,Credit,2022-01-02,-5902550.39,3106.0,309,-1,789,-1,421,-1
78002458,Credit,2024-12-18,-629738.26,331.0,309,-1,789,-1,421,-1
78002412,Credit,2024-05-13,-2405706.26,293.0,309,-1,790,-1,441,-1
78001936,Credit,2022-05-11,-3455.44,0.0,309,-1,790,-1,441,-1
78002341,Credit,2025-02-03,-3285255.49,400.0,309,-1,790,-1,441,-1
78002693,Credit,2025-07-11,-3936.53,0.0,309,-1,790,-1,441,-1
78001504,Credit,2023-03-20,-286291.29,34.0,309,-1,790,-1,441,-1
78001870,Credit,2021-04-12,-2083.05,0.0,309,-1,790,-1,441,-1
78001189,Credit,2025-07-01,-4920119.23,600.0,309,-1,790,-1,441,-1
78001611,Credit,2021-02-16,-2495876.61,304.0,309,-1,790,-1,441,-1
78002434,Credit,2020-04-14,-53019.71,6.0,309,-1,790,-1,441,-1
78002969,Credit,2021-12-18,-3379989.42,412.0,309,-1,790,-1,441,-1
78001051,Credit,2024-05-11,-5799799.92,707.0,309,-1,790,-1,441,-1
78002584,Credit,2025-07-17,-2663879.8,324.0,309,-1,790,-1,441,-1
78002469,Credit,2023-10-28,-460761.36,56.0,309,-1,790,-1,441,-1
78001611,Credit,2025-09-17,-906.4,0.0,309,-1,790,-1,441,-1
78002467,Credit,2020-07-22,-176501.01,21.0,309,-1,790,-1,441,-1
78002405,Credit,2020-05-12,-952231.72,116.0,309,-1,790,-1,441,-1
78002786,Credit,2023-08-15,-5402256.2,658.0,309,-1,790,-1,441,-1
78001373,Credit,2025-10-18,-360845.58,44.0,309,-1,790,-1,441,-1
78002999,Credit,2023-01-04,-1927546.71,235.0,309,-1,790,-1,441,-1
78002589,Credit,2020-04-21,-2214775.75,270.0,309,-1,790,-1,441,-1
78001374,Credit,2021-04-25,-1651301.93,201.0,309,-1,790,-1,441,-1
78001388,Credit,2021-06-17,-464913.96,56.0,309,-1,790,-1,441,-1
78002672,Credit,2022-01-09,-4100869.08,500.0,309,-1,790,-1,441,-1
78001673,Credit,2020-04-04,-7310546.19,891.0,309,-1,790,-1,441,-1
78002889,Credit,2025-06-08,-8759876.7,1068.0,309,-1,790,-1,441,-1
78001803,Credit,2023-02-02,-387048.26,47.0,309,-1,790,-1,441,-1
78002502,Credit,2024-01-11,-2302238.32,280.0,309,-1,790,-1,441,-1
78001403,Credit,2020-05-26,-104124.95,12.0,309,-1,790,-1,441,-1
78001592,Credit,2020-04-27,-158029.72,19.0,309,-1,790,-1,441,-1
78002491,Credit,2023-07-07,-1813.42,0.0,309,-1,790,-1,441,-1
78001731,Credit,2025-04-30,-56800.66,7.0,309,-1,791,-1,426,-1
78002620,Credit,2023-03-02,-307680.34,39.0,309,-1,791,-1,426,-1
78001504,Credit,2025-04-09,-1896333.97,246.0,309,-1,791,-1,426,-1
78001082,Credit,2024-11-13,-76760.77,9.0,309,-1,791,-1,426,-1
78001318,Credit,2020-06-14,-5788791.44,751.0,309,-1,791,-1,426,-1
78002090,Credit,2021-03-15,-1535451.69,199.0,309,-1,791,-1,426,-1
78001413,Credit,2023-12-12,-125991.29,16.0,309,-1,791,-1,426,-1
78001452,Credit,2022-08-29,-718415.67,93.0,309,-1,791,-1,426,-1
78001745,Credit,2021-09-29,-113271.65,14.0,309,-1,791,-1,426,-1
78001197,Credit,2022-07-05,-28084.73,3.0,309,-1,791,-1,426,-1
78001258,Credit,2022-09-01,-246599.71,32.0,309,-1,791,-1,426,-1
78002712,Credit,2025-06-20,-341427.35,44.0,309,-1,791,-1,426,-1
78001297,Credit,2020-08-14,-2545105.02,330.0,309,-1,791,-1,426,-1
78002303,Credit,2021-09-05,-1336820.93,173.0,309,-1,791,-1,426,-1
78001299,Credit,2023-03-22,-1997363.61,259.0,309,-1,791,-1,426,-1
78001128,Credit,2024-03-10,-2706920.14,351.0,309,-1,791,-1,426,-1
78001497,Credit,2023-10-13,-3983.48,0.0,309,-1,791,-1,426,-1
78002906,Credit,2025-08-26,-1009318.12,131.0,309,-1,791,-1,426,-1
78001437,Credit,2024-10-12,-457667.99,59.0,309,-1,791,-1,426,-1
78002715,Credit,2023-05-03,-46550.44,6.0,309,-1,791,-1,426,-1
78002315,Credit,2021-04-11,-2653051.5,344.0,309,-1,791,-1,426,-1
78001206,Credit,2022-09-13,-2221812.73,288.0,309,-1,791,-1,426,-1
78001293,Credit,2024-02-28,-248720.83,32.0,309,-1,791,-1,426,-1
78002963,Credit,2025-01-12,-3749414.94,486.0,309,-1,791,-1,426,-1
78002873,Credit,2025-10-04,-303406.4,39.0,309,-1,791,-1,426,-1
78002710,Credit,2023-08-18,-11202686.78,1454.0,309,-1,791,-1,426,-1
78001028,Credit,2023-02-27,-140407.7,18.0,309,-1,791,-1,426,-1
78001178,Credit,2020-02-07,-5752522.32,747.0,309,-1,791,-1,426,-1
78001040,Credit,2020-06-06,-3892919.37,505.0,309,-1,791,-1,426,-1
78002493,Credit,2020-12-06,-2259718.42,293.0,309,-1,791,-1,426,-1
78002215,Credit,2020-04-28,-165561.96,47.0,309,-1,792,-1,421,-1
78001343,Credit,2022-05-26,-129969.69,37.0,309,-1,792,-1,421,-1
78002772,Credit,2022-01-07,-1553537.15,443.0,309,-1,792,-1,421,-1
78001815,Credit,2023-10-28,-86606.73,24.0,309,-1,792,-1,421,-1
78002996,Credit,2023-03-18,-1498534.9,428.0,309,-1,792,-1,421,-1
78001736,Credit,2023-07-27,-5542431.81,1583.0,309,-1,792,-1,421,-1
78001625,Credit,2022-10-30,-6774102.94,1935.0,309,-1,792,-1,421,-1
78001277,Credit,2021-08-31,-3475034.0,992.0,309,-1,792,-1,421,-1
78002378,Credit,2025-09-19,-270451.66,77.0,309,-1,792,-1,421,-1
78001528,Credit,2020-07-09,-3637.62,1.0,309,-1,792,-1,421,-1
78001085,Credit,2025-08-20,-140515.36,40.0,309,-1,792,-1,421,-1
78002924,Credit,2021-11-13,-15728.53,4.0,309,-1,792,-1,421,-1
