document_number,debit_credit,date,amount,quantity,account_id,product_id,procurement_id,service_id,vendor_id,customer_id
BUDG78001399,Debit,2021-01-01,1300.0,1.0,45399,,,,,
BUDG78001399,Debit,2021-01-01,500.0,1.0,48510,,,,,
BUDG78001399,Debit,2021-01-01,4300.0,1.0,54857,,,,,
BUDG78001399,Debit,2021-01-01,800.0,1.0,54859,,,,,
BUDG78001399,Debit,2021-01-01,100.0,1.0,55167,,,,,
BUDG78001399,Credit,2021-01-01,-13000.0,5.0,COGS - Raw Materials,,Portable gas detectors,,EastField Minerals,
BUDG78001407,Credit,2021-01-01,-31500.0,11452.0,IT Systems & Licenses,,,Translation & Localization Services,MetaProcess IT,
BUDG78001461,Credit,2021-01-01,-257500.0,180.0,COGS - Raw Materials,,Conference room chairs,,Allied Workspace Solutions,
BUDG78001466,Debit,2021-01-01,267800.0,1.0,12767,,,,,
BUDG78001466,Debit,2021-01-01,58000.0,1.0,15015,,,,,
BUDG78001466,Debit,2021-01-01,75300.0,1.0,26064,,,,,
BUDG78001466,Debit,2021-01-01,226700.0,1.0,36344,,,,,
BUDG78001466,Debit,2021-01-01,39100.0,1.0,39126,,,,,
BUDG78001466,Debit,2021-01-01,85100.0,1.0,46012,,,,,
BUDG78001466,Debit,2021-01-01,19800.0,1.0,48510,,,,,
BUDG78001466,Debit,2021-01-01,80700.0,1.0,54857,,,,,
BUDG78001466,Credit,2021-01-01,-823400.0,733.0,COGS - Equipment Maintenance,,Process sampling valves,,Process Insight Associates,
BUDG78001502,Debit,2021-01-01,92600.0,1.0,26169,,,,,
BUDG78001502,Debit,2021-01-01,126000.0,1.0,32395,,,,,
BUDG78001502,Debit,2021-01-01,13600.0,1.0,35814,,,,,
BUDG78001502,Debit,2021-01-01,117500.0,1.0,40871,,,,,
BUDG78001502,Debit,2021-01-01,45000.0,1.0,41493,,,,,
BUDG78001502,Debit,2021-01-01,161700.0,1.0,48510,,,,,
BUDG78001502,Debit,2021-01-01,92600.0,1.0,48685,,,,,
BUDG78001502,Debit,2021-01-01,188700.0,2.0,50672,,,,,
BUDG78001502,Debit,2021-01-01,800.0,1.0,52432,,,,,
BUDG78001502,Debit,2021-01-01,86800.0,1.0,54859,,,,,
BUDG78001502,Credit,2021-01-01,-233700.0,5727.0,COGS - Raw Materials,,Photocopier paper (A4),,PaperTree Products,
BUDG78001504,Debit,2021-01-01,10000.0,1.0,15015,,,,,
BUDG78001504,Debit,2021-01-01,28300.0,1.0,16272,,,,,
BUDG78001504,Debit,2021-01-01,39400.0,1.0,22231,,,,,
BUDG78001504,Debit,2021-01-01,6700.0,1.0,23454,,,,,
BUDG78001504,Debit,2021-01-01,36200.0,1.0,39126,,,,,
BUDG78001504,Debit,2021-01-01,153300.0,1.0,40871,,,,,
BUDG78001504,Debit,2021-01-01,43600.0,1.0,54859,,,,,
BUDG78001504,Debit,2021-01-01,44300.0,1.0,55167,,,,,
BUDG78001504,Debit,2021-01-01,43500.0,1.0,56495,,,,,
BUDG78001504,Debit,2021-01-01,36900.0,1.0,59094,,,,,
BUDG78001504,Credit,2021-01-01,-172000.0,495927.0,IT Systems & Licenses,,,Annual Postage Meter License,MetaProcess IT,
BUDG78001504,Credit,2021-01-01,-292200.0,292357.0,IT Systems & Licenses,,,HR SaaS Platform License,MetaProcess IT,
BUDG78001514,Credit,2021-01-01,-765500.0,6823.0,COGS - Production Utilities,,Power strips,,PureSpace Utilities,
BUDG78001538,Debit,2021-01-01,48700.0,3.0,12767,,,,,
BUDG78001538,Debit,2021-01-01,18700.0,1.0,16272,,,,,
BUDG78001538,Debit,2021-01-01,1800.0,2.0,31043,,,,,
BUDG78001538,Debit,2021-01-01,7600.0,1.0,32395,,,,,
BUDG78001538,Debit,2021-01-01,9300.0,1.0,35814,,,,,
BUDG78001538,Debit,2021-01-01,43500.0,1.0,37097,,,,,
BUDG78001538,Debit,2021-01-01,84700.0,1.0,40871,,,,,
BUDG78001538,Debit,2021-01-01,129400.0,2.0,41493,,,,,
BUDG78001538,Debit,2021-01-01,11200.0,1.0,51846,,,,,
BUDG78001538,Debit,2021-01-01,14600.0,1.0,55167,,,,,
BUDG78001538,Debit,2021-01-01,17900.0,1.0,59094,,,,,
BUDG78001538,Debit,2021-01-01,13200.0,1.0,59150,,,,,
BUDG78001538,Credit,2021-01-01,-58500.0,318517.0,IT Systems & Licenses,,,Annual Drone Operation Permit,MetaProcess IT,
BUDG78001540,Debit,2021-01-01,91300.0,1.0,10721,,,,,
BUDG78001540,Debit,2021-01-01,34200.0,1.0,16616,,,,,
BUDG78001540,Debit,2021-01-01,365100.0,1.0,26064,,,,,
BUDG78001540,Debit,2021-01-01,28400.0,1.0,41493,,,,,
BUDG78001540,Debit,2021-01-01,86800.0,1.0,48685,,,,,
BUDG78001540,Debit,2021-01-01,86800.0,1.0,55167,,,,,
BUDG78001540,Debit,2021-01-01,54900.0,1.0,59094,,,,,
BUDG78001540,Credit,2021-01-01,-734000.0,312871.0,Service Delivery - Subcontracted Technicians,,,Recruitment Agency Retainer,PrimeTemps Staffing,
BUDG78001542,Debit,2021-01-01,24700.0,1.0,10721,,,,,
BUDG78001542,Debit,2021-01-01,245800.0,2.0,12767,,,,,
BUDG78001542,Debit,2021-01-01,71200.0,1.0,12773,,,,,
BUDG78001542,Debit,2021-01-01,66900.0,1.0,15015,,,,,
BUDG78001542,Debit,2021-01-01,36200.0,1.0,16616,,,,,
BUDG78001542,Debit,2021-01-01,59300.0,1.0,26169,,,,,
BUDG78001542,Debit,2021-01-01,44300.0,2.0,32395,,,,,
BUDG78001542,Debit,2021-01-01,40000.0,2.0,41645,,,,,
BUDG78001542,Debit,2021-01-01,42700.0,1.0,46012,,,,,
BUDG78001542,Debit,2021-01-01,262300.0,1.0,48685,,,,,
BUDG78001542,Debit,2021-01-01,104600.0,1.0,54857,,,,,
BUDG78001542,Debit,2021-01-01,346300.0,3.0,54859,,,,,
BUDG78001542,Credit,2021-01-01,-200700.0,8.0,COGS - Equipment Maintenance,,Spare motors (medium-voltage),,CleanSource Maintenance,
BUDG78001557,Debit,2021-01-01,103000.0,1.0,12307,,,,,
BUDG78001557,Debit,2021-01-01,39500.0,1.0,15015,,,,,
BUDG78001557,Debit,2021-01-01,190000.0,1.0,19210,,,,,
BUDG78001557,Debit,2021-01-01,235600.0,1.0,22231,,,,,
BUDG78001557,Debit,2021-01-01,47800.0,1.0,35814,,,,,
BUDG78001557,Debit,2021-01-01,56400.0,1.0,40871,,,,,
BUDG78001557,Debit,2021-01-01,86500.0,1.0,41645,,,,,
BUDG78001557,Debit,2021-01-01,41300.0,1.0,54857,,,,,
BUDG78001557,Debit,2021-01-01,21600.0,1.0,56495,,,,,
BUDG78001557,Debit,2021-01-01,113800.0,1.0,59473,,,,,
BUDG78001557,Credit,2021-01-01,-59000.0,481676.0,IT Systems & Licenses,,,Annual Staff Photo License,MetaProcess IT,
BUDG78001560,Debit,2021-01-01,6300.0,1.0,10211,,,,,
BUDG78001560,Debit,2021-01-01,17400.0,1.0,31043,,,,,
BUDG78001560,Debit,2021-01-01,28400.0,1.0,39126,,,,,
BUDG78001560,Debit,2021-01-01,8100.0,1.0,51846,,,,,
BUDG78001560,Debit,2021-01-01,1600.0,1.0,54859,,,,,
BUDG78001560,Credit,2021-01-01,-100.0,141.0,Marketing & Advertising,,,Recruitment Job Board Fee,PrimeTemps Staffing,
BUDG78001567,Credit,2021-01-01,-1745900.0,439.0,COGS - Raw Materials,,Activated carbon,,GreenLeaf Biomass,
BUDG78001569,Credit,2021-01-01,-314200.0,128.0,COGS - Raw Materials,,CCTV cameras (industrial grade),,EcoSecure Security,
BUDG78001578,Debit,2021-01-01,184900.0,2.0,10721,,,,,
BUDG78001578,Debit,2021-01-01,162900.0,1.0,17086,,,,,
BUDG78001578,Debit,2021-01-01,52800.0,1.0,19210,,,,,
BUDG78001578,Debit,2021-01-01,58500.0,1.0,22231,,,,,
BUDG78001578,Debit,2021-01-01,257800.0,1.0,23454,,,,,
BUDG78001578,Debit,2021-01-01,55500.0,1.0,32395,,,,,
BUDG78001578,Debit,2021-01-01,164400.0,1.0,35814,,,,,
BUDG78001578,Debit,2021-01-01,139900.0,1.0,41493,,,,,
BUDG78001578,Debit,2021-01-01,53000.0,1.0,48685,,,,,
BUDG78001578,Debit,2021-01-01,141300.0,1.0,52432,,,,,
BUDG78001578,Debit,2021-01-01,245900.0,1.0,54859,,,,,
BUDG78001578,Debit,2021-01-01,45500.0,1.0,55167,,,,,
BUDG78001578,Debit,2021-01-01,135900.0,1.0,59150,,,,,
BUDG78001578,Credit,2021-01-01,-1740900.0,461291.0,Service Delivery - Subcontracted Technicians,,,ISO 14001 Certification Audit,Sustainalyze Consulting,
BUDG78001589,Credit,2021-01-01,-2119300.0,129860.0,Utilities,,,Renewable Energy Supply Contract,PureSpace Utilities,
BUDG78001595,Credit,2021-01-01,-2300.0,8146.0,IT Systems & Licenses,,,Annual Telephone Number Registration,MetaProcess IT,
BUDG78001596,Debit,2021-01-01,325500.0,6.0,12071,,,,,
BUDG78001596,Debit,2021-01-01,49300.0,1.0,37097,,,,,
BUDG78001596,Debit,2021-01-01,130800.0,2.0,55167,,,,,
BUDG78001596,Credit,2021-01-01,-361700.0,2216.0,COGS - Raw Materials,,High-vis vests,,GreenLeaf Biomass,
BUDG78001596,Credit,2021-01-01,-7700.0,42036.0,IT Systems & Licenses,,,Annual Drone Operation Permit,MetaProcess IT,
BUDG78001601,Debit,2021-01-01,176400.0,2.0,36344,,,,,
BUDG78001601,Debit,2021-01-01,27000.0,1.0,37097,,,,,
BUDG78001601,Debit,2021-01-01,28500.0,1.0,41493,,,,,
BUDG78001601,Debit,2021-01-01,41500.0,1.0,46012,,,,,
BUDG78001601,Debit,2021-01-01,173700.0,1.0,51846,,,,,
BUDG78001601,Debit,2021-01-01,50300.0,1.0,54857,,,,,
BUDG78001601,Debit,2021-01-01,77200.0,1.0,59094,,,,,
BUDG78001601,Debit,2021-01-01,153300.0,2.0,59150,,,,,
BUDG78001601,Debit,2021-01-01,7100.0,1.0,59473,,,,,
BUDG78001601,Credit,2021-01-01,-709300.0,161716.0,Utilities,,,Waste Management Contract,PureSpace Utilities,
BUDG78001611,Credit,2021-01-01,-624500.0,437.0,COGS - Raw Materials,,Conference room chairs,,Allied Workspace Solutions,
BUDG78001617,Credit,2021-01-01,-73700.0,258069.0,IT Systems & Licenses,,,Annual Telephone Number Registration,MetaProcess IT,
BUDG78001620,Credit,2021-01-01,-21400.0,191.0,COGS - Production Utilities,,Power strips,,PureSpace Utilities,
BUDG78001636,Credit,2021-01-01,-6500.0,79503.0,IT Systems & Licenses,,,Annual Archive Storage Fee,MetaProcess IT,
BUDG78001670,Debit,2021-01-01,52800.0,1.0,10211,,,,,
BUDG78001670,Debit,2021-01-01,146100.0,1.0,12773,,,,,
BUDG78001670,Debit,2021-01-01,11000.0,1.0,16629,,,,,
BUDG78001670,Debit,2021-01-01,59100.0,1.0,17086,,,,,
BUDG78001670,Debit,2021-01-01,33400.0,1.0,23454,,,,,
BUDG78001670,Debit,2021-01-01,25700.0,1.0,26169,,,,,
BUDG78001670,Debit,2021-01-01,23500.0,1.0,35814,,,,,
BUDG78001670,Debit,2021-01-01,109900.0,1.0,36344,,,,,
BUDG78001670,Debit,2021-01-01,52400.0,1.0,37097,,,,,
BUDG78001670,Debit,2021-01-01,11500.0,1.0,41493,,,,,
BUDG78001670,Debit,2021-01-01,95900.0,1.0,48510,,,,,
BUDG78001670,Debit,2021-01-01,40700.0,1.0,48685,,,,,
BUDG78001670,Debit,2021-01-01,310700.0,1.0,51846,,,,,
BUDG78001670,Debit,2021-01-01,352100.0,2.0,52432,,,,,
BUDG78001670,Debit,2021-01-01,171700.0,1.0,54857,,,,,
BUDG78001670,Debit,2021-01-01,139600.0,1.0,56495,,,,,
BUDG78001670,Debit,2021-01-01,569600.0,3.0,59094,,,,,
BUDG78001670,Credit,2021-01-01,-63100.0,47.0,COGS - Raw Materials,,Monitor screens (24-inch),,Allied Workspace Solutions,
BUDG78001684,Credit,2021-01-01,-375300.0,3065.0,COGS - Raw Materials,,Industrial rags,,Harvest Fiber Co.,
BUDG78001691,Debit,2021-01-01,424300.0,2.0,12071,,,,,
BUDG78001691,Debit,2021-01-01,175300.0,1.0,12773,,,,,
BUDG78001691,Debit,2021-01-01,80900.0,1.0,15015,,,,,
BUDG78001691,Debit,2021-01-01,446500.0,1.0,16616,,,,,
BUDG78001691,Debit,2021-01-01,299400.0,1.0,16629,,,,,
BUDG78001691,Debit,2021-01-01,335200.0,1.0,17086,,,,,
BUDG78001691,Debit,2021-01-01,115700.0,1.0,19210,,,,,
BUDG78001691,Debit,2021-01-01,8200.0,1.0,31043,,,,,
BUDG78001691,Debit,2021-01-01,429900.0,1.0,32395,,,,,
BUDG78001691,Debit,2021-01-01,450600.0,2.0,37097,,,,,
BUDG78001691,Debit,2021-01-01,630700.0,1.0,48510,,,,,
BUDG78001691,Debit,2021-01-01,87700.0,1.0,48685,,,,,
BUDG78001691,Debit,2021-01-01,334300.0,1.0,51846,,,,,
BUDG78001691,Debit,2021-01-01,104500.0,1.0,54857,,,,,
BUDG78001691,Debit,2021-01-01,863400.0,1.0,54859,,,,,
BUDG78001691,Debit,2021-01-01,683700.0,3.0,56495,,,,,
BUDG78001691,Credit,2021-01-01,-1875700.0,4.0,COGS - Raw Materials,,Grid connection equipment,,ProcessPro Systems,
BUDG78001749,Debit,2021-01-01,15800.0,1.0,10721,,,,,
BUDG78001749,Debit,2021-01-01,112200.0,1.0,12071,,,,,
BUDG78001749,Debit,2021-01-01,108000.0,1.0,32395,,,,,
BUDG78001749,Debit,2021-01-01,179500.0,1.0,36344,,,,,
BUDG78001749,Debit,2021-01-01,125900.0,1.0,39126,,,,,
BUDG78001749,Debit,2021-01-01,428100.0,1.0,40871,,,,,
BUDG78001749,Debit,2021-01-01,856000.0,1.0,41493,,,,,
BUDG78001749,Debit,2021-01-01,308600.0,1.0,48510,,,,,
BUDG78001749,Debit,2021-01-01,334300.0,1.0,48685,,,,,
BUDG78001749,Debit,2021-01-01,144200.0,2.0,55167,,,,,
BUDG78001749,Debit,2021-01-01,-0.0,3.0,IT Systems & Licenses,,,Annual Plant License Sticker Fee,MetaProcess IT,
BUDG78001774,Debit,2021-01-01,200.0,1.0,12071,,,,,
BUDG78001774,Debit,2021-01-01,109300.0,2.0,15015,,,,,
BUDG78001774,Debit,2021-01-01,60100.0,2.0,15842,,,,,
BUDG78001774,Debit,2021-01-01,7600.0,1.0,16272,,,,,
BUDG78001774,Debit,2021-01-01,6400.0,1.0,17086,,,,,
BUDG78001774,Debit,2021-01-01,64700.0,1.0,23454,,,,,
BUDG78001774,Debit,2021-01-01,282100.0,2.0,37097,,,,,
BUDG78001774,Debit,2021-01-01,58400.0,1.0,39126,,,,,
BUDG78001774,Debit,2021-01-01,6500.0,1.0,45399,,,,,
BUDG78001774,Debit,2021-01-01,100200.0,1.0,54859,,,,,
BUDG78001774,Debit,2021-01-01,15500.0,1.0,56495,,,,,
BUDG78001774,Credit,2021-01-01,-554000.0,2468.0,COGS - Raw Materials,,"Kitchen supplies (coffee, tea, snacks)",,Prime Organics Supply,
BUDG78001777,Debit,2021-01-01,1100.0,1.0,12767,,,,,
BUDG78001777,Debit,2021-01-01,100.0,1.0,15842,,,,,
BUDG78001777,Debit,2021-01-01,400.0,1.0,16616,,,,,
BUDG78001777,Debit,2021-01-01,3200.0,1.0,23454,,,,,
BUDG78001777,Debit,2021-01-01,500.0,1.0,26064,,,,,
BUDG78001777,Debit,2021-01-01,300.0,1.0,26169,,,,,
BUDG78001777,Debit,2021-01-01,2000.0,1.0,31043,,,,,
BUDG78001777,Debit,2021-01-01,2800.0,1.0,36344,,,,,
BUDG78001777,Debit,2021-01-01,1100.0,1.0,41645,,,,,
BUDG78001777,Debit,2021-01-01,1,1.0,45399,,,,,
BUDG78001777,Debit,2021-01-01,1600.0,1.0,50672,,,,,
BUDG78001777,Debit,2021-01-01,900.0,1.0,54859,,,,,
BUDG78001777,Credit,2021-01-01,-13600.0,11.0,COGS - Raw Materials,,Office chairs (ergonomic),,Allied Workspace Solutions,
BUDG78001798,Credit,2021-01-01,-324400.0,374.0,COGS - Raw Materials,,Biogas substrate (organic waste),,GreenLeaf Biomass,
BUDG78001800,Credit,2021-01-01,-24200.0,26950.0,Insurance,,,Vehicle Registration Fee,GreenLeaf Biomass,
BUDG78001809,Credit,2021-01-01,-409400.0,267.0,COGS - Raw Materials,,Coffee machines,,FlowMotion Pumps,
BUDG78001825,Credit,2021-01-01,-19900.0,1,COGS - Equipment Maintenance,,SCADA system hardware,,ProcessPro Systems,
BUDG78001834,Credit,2021-01-01,-220900.0,173283.0,Utilities,,,Annual Facility Alarm System Inspection,PureSpace Utilities,
BUDG78001868,Credit,2021-01-01,-1245100.0,75.0,COGS - Equipment Maintenance,,Fire detection systems,,CloudGenix Systems,
BUDG78001967,Credit,2021-01-01,-120500.0,131215.0,Service Delivery - Field Engineer Travel,,,Annual Charitable Donation Fee,GreenLeaf Biomass,
BUDG78001980,Credit,2021-01-01,-40087200.0,32751.0,COGS - Raw Materials,,Wood pellets,,GreenLeaf Biomass,
BUDG78001997,Credit,2021-01-01,-30900.0,54077.0,IT Systems & Licenses,,,Annual Intranet Platform License,MetaProcess IT,
BUDG78002024,Credit,2021-01-01,-312600.0,1276.0,COGS - Raw Materials,,Keyboard & mouse sets,,GreenLeaf Biomass,
BUDG78002061,Credit,2021-01-01,-70700.0,1.0,10721,,,,,
BUDG78002061,Credit,2021-01-01,-340100.0,1.0,12767,,,,,
BUDG78002061,Credit,2021-01-01,-232300.0,1.0,12773,,,,,
BUDG78002061,Credit,2021-01-01,-746200.0,3.0,15015,,,,,
BUDG78002061,Credit,2021-01-01,-66200.0,1.0,16629,,,,,
BUDG78002061,Credit,2021-01-01,-396700.0,1.0,22231,,,,,
BUDG78002061,Credit,2021-01-01,-776400.0,1.0,26169,,,,,
BUDG78002061,Credit,2021-01-01,-282300.0,1.0,36344,,,,,
BUDG78002061,Credit,2021-01-01,-13400.0,1.0,37097,,,,,
BUDG78002061,Credit,2021-01-01,-821300.0,1.0,39126,,,,,
BUDG78002061,Credit,2021-01-01,-156900.0,2.0,40871,,,,,
BUDG78002061,Credit,2021-01-01,-24500.0,1.0,41493,,,,,
BUDG78002061,Credit,2021-01-01,-126900.0,1.0,41645,,,,,
BUDG78002061,Credit,2021-01-01,-20200.0,1.0,48510,,,,,
BUDG78002061,Credit,2021-01-01,-331400.0,1.0,51846,,,,,
BUDG78002061,Credit,2021-01-01,-241800.0,1.0,52432,,,,,
BUDG78002061,Credit,2021-01-01,-18600.0,1.0,54857,,,,,
BUDG78002061,Credit,2021-01-01,-399700.0,522.0,COGS - Raw Materials,,Personal protective equipment (PPE) kits,,Cleanroom Dynamics,
BUDG78002081,Credit,2021-01-01,-2000.0,1.0,COGS - Raw Materials,,Non-contact voltage testers,,GreenLeaf Biomass,
BUDG78002089,Debit,2021-01-01,5000.0,1.0,10721,,,,,
BUDG78002089,Debit,2021-01-01,400.0,1.0,12071,,,,,
BUDG78002089,Debit,2021-01-01,2200.0,1.0,15842,,,,,
BUDG78002089,Debit,2021-01-01,7700.0,2.0,16272,,,,,
BUDG78002089,Debit,2021-01-01,2000.0,1.0,16616,,,,,
BUDG78002089,Debit,2021-01-01,700.0,1.0,17086,,,,,
BUDG78002089,Debit,2021-01-01,3000.0,1.0,23454,,,,,
BUDG78002089,Debit,2021-01-01,5000.0,1.0,39126,,,,,
BUDG78002089,Debit,2021-01-01,900.0,1.0,45399,,,,,
BUDG78002089,Debit,2021-01-01,2800.0,1.0,48510,,,,,
BUDG78002089,Debit,2021-01-01,3000.0,1.0,48685,,,,,
BUDG78002089,Debit,2021-01-01,4800.0,2.0,54857,,,,,
BUDG78002089,Debit,2021-01-01,800.0,1.0,59150,,,,,
BUDG78002089,Debit,2021-01-01,6000.0,5.0,Service Revenue - Installation,Biogas Plant Site Visits,,,,GreenChem Industries
BUDG78002103,Debit,2021-01-01,615100.0,1.0,Product Sales - Bioreactors,Bio-LPG Supply,,,,NextEra Bio
BUDG78002111,Credit,2021-01-01,-1275000.0,77.0,COGS - Equipment Maintenance,,Fire detection systems,,CloudGenix Systems,
BUDG78002131,Credit,2021-01-01,-396800.0,7.0,12071,,,,,
BUDG78002131,Credit,2021-01-01,-59500.0,1.0,35814,,,,,
BUDG78002131,Credit,2021-01-01,-102600.0,1.0,37097,,,,,
BUDG78002131,Credit,2021-01-01,-57800.0,1.0,40871,,,,,
BUDG78002131,Credit,2021-01-01,-45600.0,1.0,54857,,,,,
BUDG78002131,Debit,2021-01-01,893300.0,24.0,Product Sales - Bioreactors,Energy Demand Response Services,,,,GreenChem Industries
BUDG78002137,Credit,2021-01-01,-221100.0,6192.0,COGS - Raw Materials,,Batteries (AA/AAA packs),,EastField Minerals,
BUDG78002144,Debit,2021-01-01,5600.0,1.0,10211,,,,,
BUDG78002144,Debit,2021-01-01,21900.0,1.0,12767,,,,,
BUDG78002144,Debit,2021-01-01,15000.0,1.0,16272,,,,,
BUDG78002144,Debit,2021-01-01,17200.0,1.0,16616,,,,,
BUDG78002144,Debit,2021-01-01,2700.0,1.0,17086,,,,,
BUDG78002144,Debit,2021-01-01,600.0,1.0,36344,,,,,
BUDG78002144,Debit,2021-01-01,11300.0,1.0,39126,,,,,
BUDG78002144,Debit,2021-01-01,30400.0,1.0,40871,,,,,
BUDG78002144,Debit,2021-01-01,29200.0,1.0,45399,,,,,
BUDG78002144,Debit,2021-01-01,13500.0,2.0,46012,,,,,
BUDG78002144,Debit,2021-01-01,7100.0,1.0,51846,,,,,
BUDG78002144,Debit,2021-01-01,24100.0,3.0,54859,,,,,
BUDG78002144,Debit,2021-01-01,5000.0,1.0,56495,,,,,
BUDG78002144,Debit,2021-01-01,7600.0,1.0,59094,,,,,
BUDG78002144,Debit,2021-01-01,44000.0,1.0,59150,,,,,
BUDG78002144,Credit,2021-01-01,-190100.0,46581.0,Insurance,,,Occupational Health & Safety Audit,Cleanroom Dynamics,
BUDG78002190,Debit,2021-01-01,8400.0,46.0,Product Sales - Bioreactors,Bioenergy Technology Publications,,,,Biocircuit Labs
BUDG78002201,Credit,2021-01-01,-172600.0,1.0,12307,,,,,
BUDG78002201,Credit,2021-01-01,-84600.0,1.0,12767,,,,,
BUDG78002201,Credit,2021-01-01,-1300.0,1.0,15842,,,,,
BUDG78002201,Credit,2021-01-01,-797800.0,1.0,16616,,,,,
BUDG78002201,Credit,2021-01-01,-671800.0,1.0,23454,,,,,
BUDG78002201,Credit,2021-01-01,-479900.0,1.0,32395,,,,,
BUDG78002201,Credit,2021-01-01,-116500.0,1.0,48510,,,,,
BUDG78002201,Credit,2021-01-01,-901300.0,2.0,48685,,,,,
BUDG78002201,Credit,2021-01-01,-473600.0,2.0,51846,,,,,
BUDG78002201,Credit,2021-01-01,-419900.0,2.0,55167,,,,,
BUDG78002201,Credit,2021-01-01,-68800.0,1.0,59094,,,,,
