document_number,debit_credit,date,amount,quantity,account_id,product_id,procurement_id,service_id,vendor_id,customer_id
BUDG78001474,Debit,2021-01-01,246400.0,1.0,386,-1,-1,-1,-1,-1
BUDG78001485,Credit,2021-01-01,-7500.0,568.0,421,-1,826,-1,411,-1
BUDG78001498,Debit,2021-01-01,555100.0,1.0,395,-1,-1,-1,-1,-1
BUDG78001498,Credit,2021-01-01,-194700.0,502386.0,430,-1,-1,740,432,-1
BUDG78001498,Debit,2021-01-01,870100.0,1.0,403,-1,-1,-1,-1,-1
BUDG78001498,Debit,2021-01-01,2100.0,1.0,398,-1,-1,-1,-1,-1
BUDG78001498,Debit,2021-01-01,301500.0,1.0,384,-1,-1,-1,-1,-1
BUDG78001498,Debit,2021-01-01,1279200.0,2.0,386,-1,-1,-1,-1,-1
BUDG78001498,Debit,2021-01-01,436400.0,2.0,410,-1,-1,-1,-1,-1
BUDG78001498,Debit,2021-01-01,155500.0,1.0,388,-1,-1,-1,-1,-1
BUDG78001524,Credit,2021-01-01,-201900.0,22.0,421,-1,764,-1,411,-1
BUDG78001532,Credit,2021-01-01,-709900.0,892268.0,430,-1,-1,721,458,-1
BUDG78001535,Debit,2021-01-01,57200.0,1.0,402,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,126400.0,1.0,397,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,211900.0,3.0,399,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,64800.0,1.0,387,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,38700.0,1.0,408,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,367900.0,1.0,404,-1,-1,-1,-1,-1
BUDG78001535,Credit,2021-01-01,-97200.0,441039.0,430,-1,-1,767,461,-1
BUDG78001535,Debit,2021-01-01,238800.0,1.0,391,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,62400.0,2.0,411,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,127200.0,1.0,409,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,74000.0,1.0,396,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,493200.0,2.0,386,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,165700.0,1.0,410,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,184100.0,1.0,392,-1,-1,-1,-1,-1
BUDG78001535,Debit,2021-01-01,294400.0,2.0,388,-1,-1,-1,-1,-1
BUDG78001536,Credit,2021-01-01,-468800.0,574510.0,430,-1,-1,720,459,-1
BUDG78001563,Debit,2021-01-01,-0.0,,421,-1,838,-1,411,-1
BUDG78001570,Credit,2021-01-01,-23700.0,2909.0,421,-1,812,-1,411,-1
BUDG78001572,Credit,2021-01-01,-263800.0,7607.0,421,-1,784,-1,411,-1
BUDG78001606,Debit,2021-01-01,13600.0,1.0,402,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,8000.0,2.0,397,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,38600.0,2.0,400,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,5100.0,1.0,387,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,18500.0,2.0,408,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,5200.0,1.0,390,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,20800.0,1.0,398,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,1900.0,1.0,409,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,8200.0,1.0,393,-1,-1,-1,-1,-1
BUDG78001606,Credit,2021-01-01,-9400.0,122.0,422,-1,740,-1,469,-1
BUDG78001606,Debit,2021-01-01,18100.0,2.0,389,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,23000.0,2.0,396,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,2700.0,1.0,405,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,9500.0,1.0,406,-1,-1,-1,-1,-1
BUDG78001606,Debit,2021-01-01,45700.0,2.0,388,-1,-1,-1,-1,-1
BUDG78001653,Credit,2021-01-01,-169300.0,686069.0,430,-1,-1,761,411,-1
BUDG78001656,Credit,2021-01-01,-876600.0,6.0,424,-1,734,-1,423,-1
BUDG78001676,Credit,2021-01-01,-12800.0,,421,-1,743,-1,411,-1
BUDG78001685,Credit,2021-01-01,-2400.0,17237.0,430,-1,-1,803,430,-1
BUDG78001696,Debit,2021-01-01,502600.0,1.0,404,-1,-1,-1,-1,-1
BUDG78001696,Credit,2021-01-01,-1332100.0,4281999.0,430,-1,-1,750,434,-1
BUDG78001696,Debit,2021-01-01,115900.0,1.0,390,-1,-1,-1,-1,-1
BUDG78001696,Debit,2021-01-01,361700.0,1.0,398,-1,-1,-1,-1,-1
BUDG78001696,Debit,2021-01-01,61500.0,1.0,389,-1,-1,-1,-1,-1
BUDG78001696,Debit,2021-01-01,337300.0,1.0,396,-1,-1,-1,-1,-1
BUDG78001705,Credit,2021-01-01,-22900.0,51022.0,430,-1,-1,733,411,-1
BUDG78001715,Debit,2021-01-01,263800.0,1.0,408,-1,-1,-1,-1,-1
BUDG78001715,Debit,2021-01-01,310600.0,1.0,404,-1,-1,-1,-1,-1
BUDG78001715,Debit,2021-01-01,87400.0,2.0,384,-1,-1,-1,-1,-1
BUDG78001715,Debit,2021-01-01,19800.0,1.0,389,-1,-1,-1,-1,-1
BUDG78001715,Credit,2021-01-01,-300.0,13.0,436,-1,827,-1,450,-1
BUDG78001717,Debit,2021-01-01,4800.0,1.0,407,-1,-1,-1,-1,-1
BUDG78001717,Debit,2021-01-01,5300.0,1.0,397,-1,-1,-1,-1,-1
BUDG78001717,Debit,2021-01-01,47500.0,2.0,395,-1,-1,-1,-1,-1
BUDG78001717,Debit,2021-01-01,1400.0,1.0,399,-1,-1,-1,-1,-1
BUDG78001717,Debit,2021-01-01,16900.0,1.0,411,-1,-1,-1,-1,-1
BUDG78001717,Debit,2021-01-01,39700.0,2.0,384,-1,-1,-1,-1,-1
BUDG78001717,Debit,2021-01-01,27500.0,1.0,389,-1,-1,-1,-1,-1
BUDG78001717,Credit,2021-01-01,-4700.0,,423,-1,798,-1,451,-1
BUDG78001717,Debit,2021-01-01,2500.0,1.0,394,-1,-1,-1,-1,-1
BUDG78001717,Debit,2021-01-01,59600.0,2.0,410,-1,-1,-1,-1,-1
BUDG78001717,Debit,2021-01-01,54400.0,1.0,392,-1,-1,-1,-1,-1
BUDG78001718,Credit,2021-01-01,-1300.0,136.0,421,-1,831,-1,445,-1
BUDG78001739,Debit,2021-01-01,42500.0,1.0,402,-1,-1,-1,-1,-1
BUDG78001739,Debit,2021-01-01,21000.0,1.0,401,-1,-1,-1,-1,-1
BUDG78001739,Debit,2021-01-01,172500.0,3.0,400,-1,-1,-1,-1,-1
BUDG78001739,Debit,2021-01-01,109200.0,2.0,395,-1,-1,-1,-1,-1
BUDG78001739,Debit,2021-01-01,140500.0,3.0,387,-1,-1,-1,-1,-1
BUDG78001739,Debit,2021-01-01,4700.0,1.0,408,-1,-1,-1,-1,-1
BUDG78001739,Credit,2021-01-01,-5800.0,9967.0,430,-1,-1,727,431,-1
BUDG78001739,Debit,2021-01-01,24200.0,1.0,385,-1,-1,-1,-1,-1
BUDG78001739,Debit,2021-01-01,270200.0,3.0,403,-1,-1,-1,-1,-1
BUDG78001739,Debit,2021-01-01,197500.0,3.0,391,-1,-1,-1,-1,-1
BUDG78001739,Debit,2021-01-01,5300.0,1.0,390,-1,-1,-1,-1,-1
BUDG78001739,Debit,2021-01-01,18000.0,1.0,398,-1,-1,-1,-1,-1
BUDG78001739,Debit,2021-01-01,100.0,1.0,389,-1,-1,-1,-1,-1
BUDG78001741,Credit,2021-01-01,-737300.0,1872687.0,430,-1,-1,739,452,-1
BUDG78001745,Credit,2021-01-01,-102000.0,1.0,425,-1,731,-1,468,-1
BUDG78001749,Debit,2021-01-01,57400.0,2.0,407,-1,-1,-1,-1,-1
BUDG78001749,Debit,2021-01-01,2400.0,1.0,401,-1,-1,-1,-1,-1
BUDG78001749,Debit,2021-01-01,30000.0,2.0,397,-1,-1,-1,-1,-1
BUDG78001749,Debit,2021-01-01,21700.0,1.0,395,-1,-1,-1,-1,-1
BUDG78001749,Debit,2021-01-01,8800.0,3.0,399,-1,-1,-1,-1,-1
BUDG78001749,Debit,2021-01-01,2600.0,1.0,387,-1,-1,-1,-1,-1
BUDG78001749,Debit,2021-01-01,27700.0,1.0,408,-1,-1,-1,-1,-1
BUDG78001749,Debit,2021-01-01,24500.0,2.0,404,-1,-1,-1,-1,-1
BUDG78001749,Debit,2021-01-01,10000.0,1.0,391,-1,-1,-1,-1,-1
BUDG78001749,Debit,2021-01-01,22400.0,1.0,409,-1,-1,-1,-1,-1
BUDG78001749,Debit,2021-01-01,13100.0,1.0,396,-1,-1,-1,-1,-1
BUDG78001749,Debit,2021-01-01,22900.0,1.0,394,-1,-1,-1,-1,-1
BUDG78001749,Credit,2021-01-01,-2200.0,104.0,421,-1,834,-1,450,-1
BUDG78001749,Debit,2021-01-01,43700.0,1.0,406,-1,-1,-1,-1,-1
BUDG78001765,Credit,2021-01-01,-1300.0,6869.0,430,-1,-1,778,457,-1
BUDG78001790,Debit,2021-01-01,8300.0,1.0,402,-1,-1,-1,-1,-1
BUDG78001790,Debit,2021-01-01,199300.0,2.0,397,-1,-1,-1,-1,-1
BUDG78001790,Debit,2021-01-01,73400.0,1.0,400,-1,-1,-1,-1,-1
BUDG78001790,Debit,2021-01-01,168700.0,1.0,399,-1,-1,-1,-1,-1
BUDG78001790,Debit,2021-01-01,232200.0,1.0,387,-1,-1,-1,-1,-1
BUDG78001790,Credit,2021-01-01,-113500.0,646796.0,430,-1,-1,784,411,-1
BUDG78001790,Debit,2021-01-01,31000.0,1.0,391,-1,-1,-1,-1,-1
BUDG78001790,Debit,2021-01-01,68700.0,1.0,384,-1,-1,-1,-1,-1
BUDG78001790,Debit,2021-01-01,256300.0,1.0,393,-1,-1,-1,-1,-1
BUDG78001790,Debit,2021-01-01,18600.0,1.0,386,-1,-1,-1,-1,-1
BUDG78001790,Debit,2021-01-01,29700.0,1.0,392,-1,-1,-1,-1,-1
BUDG78001790,Debit,2021-01-01,78000.0,1.0,405,-1,-1,-1,-1,-1
BUDG78001790,Debit,2021-01-01,384800.0,3.0,388,-1,-1,-1,-1,-1
BUDG78001798,Credit,2021-01-01,-165800.0,584750.0,430,-1,-1,755,411,-1
BUDG78001798,Credit,2021-01-01,-8600.0,4.0,421,-1,800,-1,411,-1
BUDG78001823,Credit,2021-01-01,-58000.0,6.0,421,-1,776,-1,411,-1
BUDG78001834,Debit,2021-01-01,122300.0,1.0,402,-1,-1,-1,-1,-1
BUDG78001834,Debit,2021-01-01,50400.0,1.0,397,-1,-1,-1,-1,-1
BUDG78001834,Debit,2021-01-01,91700.0,1.0,395,-1,-1,-1,-1,-1
BUDG78001834,Credit,2021-01-01,-32100.0,239997.0,430,-1,-1,808,470,-1
BUDG78001834,Debit,2021-01-01,170800.0,1.0,385,-1,-1,-1,-1,-1
BUDG78001834,Debit,2021-01-01,69600.0,1.0,390,-1,-1,-1,-1,-1
BUDG78001834,Debit,2021-01-01,58900.0,1.0,411,-1,-1,-1,-1,-1
BUDG78001834,Debit,2021-01-01,361500.0,3.0,384,-1,-1,-1,-1,-1
BUDG78001834,Debit,2021-01-01,82700.0,1.0,394,-1,-1,-1,-1,-1
BUDG78001834,Debit,2021-01-01,500.0,1.0,386,-1,-1,-1,-1,-1
BUDG78001834,Debit,2021-01-01,500.0,1.0,410,-1,-1,-1,-1,-1
BUDG78001834,Debit,2021-01-01,16900.0,1.0,405,-1,-1,-1,-1,-1
BUDG78001834,Debit,2021-01-01,18700.0,1.0,406,-1,-1,-1,-1,-1
BUDG78001834,Debit,2021-01-01,387100.0,2.0,388,-1,-1,-1,-1,-1
BUDG78001845,Credit,2021-01-01,-79400.0,9734.0,421,-1,801,-1,470,-1
BUDG78001856,Credit,2021-01-01,-1042200.0,50.0,423,-1,765,-1,446,-1
BUDG78001888,Credit,2021-01-01,-11200.0,5.0,424,-1,829,-1,423,-1
BUDG78001893,Credit,2021-01-01,-5700.0,929.0,421,-1,808,-1,411,-1
BUDG78001894,Credit,2021-01-01,-309800.0,94.0,424,-1,777,-1,423,-1
BUDG78001903,Credit,2021-01-01,-92100.0,1737.0,421,-1,786,-1,411,-1
BUDG78001943,Credit,2021-01-01,-258800.0,3.0,421,-1,725,-1,423,-1
BUDG78001945,Debit,2021-01-01,17600.0,1.0,402,-1,-1,-1,-1,-1
BUDG78001945,Debit,2021-01-01,110900.0,1.0,397,-1,-1,-1,-1,-1
BUDG78001945,Debit,2021-01-01,38500.0,1.0,400,-1,-1,-1,-1,-1
BUDG78001945,Debit,2021-01-01,19200.0,1.0,403,-1,-1,-1,-1,-1
BUDG78001945,Debit,2021-01-01,55100.0,1.0,411,-1,-1,-1,-1,-1
BUDG78001945,Debit,2021-01-01,19300.0,1.0,384,-1,-1,-1,-1,-1
BUDG78001945,Credit,2021-01-01,-238400.0,93.0,421,-1,771,-1,411,-1
BUDG78001945,Debit,2021-01-01,5800.0,1.0,410,-1,-1,-1,-1,-1
BUDG78001945,Debit,2021-01-01,33800.0,1.0,406,-1,-1,-1,-1,-1
BUDG78001956,Credit,2021-01-01,-999300.0,2.0,424,-1,728,-1,429,-1
BUDG78001976,Credit,2021-01-01,-540300.0,1291857.0,430,-1,-1,735,411,-1
BUDG78001986,Credit,2021-01-01,-167500.0,20524.0,421,-1,812,-1,411,-1
BUDG78001992,Credit,2021-01-01,-5300.0,31300.0,430,-1,-1,788,411,-1
BUDG78002010,Debit,2021-01-01,1518500.0,1.0,400,-1,-1,-1,-1,-1
BUDG78002010,Debit,2021-01-01,2326800.0,1.0,387,-1,-1,-1,-1,-1
BUDG78002010,Debit,2021-01-01,5813400.0,4.0,408,-1,-1,-1,-1,-1
BUDG78002010,Debit,2021-01-01,732100.0,1.0,403,-1,-1,-1,-1,-1
BUDG78002010,Debit,2021-01-01,816600.0,1.0,391,-1,-1,-1,-1,-1
BUDG78002010,Debit,2021-01-01,5299600.0,3.0,411,-1,-1,-1,-1,-1
BUDG78002010,Debit,2021-01-01,612200.0,4653.0,416,1127,-1,-1,-1,330
BUDG78002010,Debit,2021-01-01,90800.0,1.0,388,-1,-1,-1,-1,-1
BUDG78002018,Debit,2021-01-01,139100.0,304.0,418,1112,-1,-1,-1,330
BUDG78002055,Credit,2021-01-01,-1192500.0,3597361.0,430,-1,-1,747,446,-1
BUDG78002081,Credit,2021-01-01,-39100.0,4.0,421,-1,764,-1,411,-1
BUDG78002111,Credit,2021-01-01,-1000.0,122.0,421,-1,812,-1,411,-1
BUDG78002118,Credit,2021-01-01,-3300.0,250.0,421,-1,837,-1,450,-1
BUDG78002134,Debit,2021-01-01,2417400.0,6791.0,416,1120,-1,-1,-1,335
BUDG78002135,Debit,2021-01-01,1977600.0,24542.0,416,1074,-1,-1,-1,335
BUDG78002136,Credit,2021-01-01,-49400.0,5384.0,421,-1,810,-1,422,-1
BUDG78002160,Credit,2021-01-01,-70900.0,57.0,421,-1,802,-1,411,-1
BUDG78002180,Debit,2021-01-01,479600.0,4314.0,416,1169,-1,-1,-1,335
BUDG78002183,Debit,2021-01-01,84100.0,331.0,416,1103,-1,-1,-1,328
BUDG78002241,Credit,2021-01-01,-7100.0,2.0,407,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-38700.0,2.0,402,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-51400.0,2.0,397,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-12200.0,1.0,395,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-44400.0,1.0,399,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-30300.0,1.0,387,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-51100.0,3.0,408,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-34100.0,259489.0,430,-1,-1,810,441,-1
BUDG78002241,Credit,2021-01-01,-122000.0,3.0,385,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-15800.0,2.0,390,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-81100.0,2.0,411,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-17700.0,1.0,384,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-29000.0,2.0,393,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-8200.0,1.0,389,-1,-1,-1,-1,-1
BUDG78002241,Debit,2021-01-01,441100.0,963.0,416,1119,-1,-1,-1,330
BUDG78002241,Credit,2021-01-01,-46500.0,1.0,394,-1,-1,-1,-1,-1
BUDG78002241,Credit,2021-01-01,-53300.0,1.0,386,-1,-1,-1,-1,-1
BUDG78002262,Debit,2021-01-01,2600.0,6.0,416,1160,-1,-1,-1,330
BUDG78002292,Debit,2021-01-01,6100.0,1.0,401,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,19400.0,2.0,397,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,19500.0,2.0,395,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,15600.0,1.0,387,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,3800.0,2.0,408,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,90500.0,2.0,385,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,700.0,1.0,403,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,22300.0,2.0,390,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,4700.0,1.0,411,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,99700.0,2.0,393,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,128700.0,362.0,416,1083,-1,-1,-1,330
BUDG78002292,Debit,2021-01-01,48500.0,2.0,396,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,30900.0,1.0,394,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,87600.0,1.0,386,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,3400.0,1.0,406,-1,-1,-1,-1,-1
BUDG78002292,Debit,2021-01-01,22500.0,1.0,388,-1,-1,-1,-1,-1
BUDG78002299,Credit,2021-01-01,-2861700.0,82.0,424,-1,749,-1,430,-1
BUDG78002307,Credit,2021-01-01,-84200.0,1.0,402,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-14000.0,1.0,401,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-63700.0,2.0,397,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-16500.0,2.0,387,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-67900.0,2.0,385,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-34200.0,1.0,391,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-209600.0,3.0,390,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-284200.0,2.0,411,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-20000.0,1.0,398,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-203400.0,2.0,409,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-2300.0,1.0,389,-1,-1,-1,-1,-1
BUDG78002307,Debit,2021-01-01,540000.0,1609.0,416,1157,-1,-1,-1,330
BUDG78002307,Credit,2021-01-01,-20500.0,1.0,396,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-95200.0,37.0,421,-1,744,-1,428,-1
BUDG78002307,Credit,2021-01-01,-127700.0,2.0,386,-1,-1,-1,-1,-1
BUDG78002307,Credit,2021-01-01,-115900.0,1.0,405,-1,-1,-1,-1,-1
