document_number,debit_credit,date,amount,quantity,account_id,product_id,procurement_id,service_id,vendor_id,customer_id
78002262,Credit,2024-02-23,-15497415.41,61.0,COGS New Vehicles Purchase,,New passenger vehicles,,Volkswagen AG,
78001623,Credit,2023-08-27,-29222590.68,116.0,COGS New Vehicles Purchase,,New passenger vehicles,,Volkswagen AG,
78002604,Credit,2020-03-29,-126278.95,0.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78001919,Credit,2024-08-01,-17822.5,0.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78001560,Credit,2023-11-07,-61872590.68,190.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78001822,Credit,2025-10-13,-3820761.31,11.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78001966,Credit,2023-07-09,-5324962.62,16.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78001662,Credit,2021-10-28,-62702074.97,192.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78001750,Credit,2022-04-16,-80159710.26,246.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002872,Credit,2021-01-17,-972058.01,2.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002419,Credit,2024-05-02,-257535.81,0.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002418,Credit,2024-03-30,-226175.38,0.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002650,Credit,2021-03-12,-128507.25,0.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002098,Credit,2020-12-11,-29861886.99,91.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002121,Credit,2020-06-17,-25139456.21,77.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78001382,Credit,2025-06-23,-354064.67,1.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002646,Credit,2021-05-22,-10684744.57,32.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002892,Credit,2022-01-24,-16949599.1,52.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002393,Credit,2021-09-06,-2017022.93,6.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002308,Credit,2022-06-23,-18226265.11,56.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002279,Credit,2024-04-13,-3509411.1,10.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002853,Credit,2025-03-25,-2945196.89,9.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78001308,Credit,2021-01-31,-32427469.63,99.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002652,Credit,2024-02-14,-18248378.84,56.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78001175,Credit,2022-02-11,-269664.97,0.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78001227,Credit,2025-11-20,-6473969.07,19.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78001346,Credit,2021-10-17,-2597411.26,7.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002641,Credit,2020-01-16,-2585479.34,7.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002365,Credit,2023-02-02,-69656464.11,214.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002919,Credit,2020-11-25,-10814031.57,33.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002985,Credit,2020-04-06,-2180047.62,6.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002262,Credit,2024-03-10,-12839958.29,39.0,COGS New Vehicles Purchase,,"Commercial vehicles (vans, trucks)",,MAN Truck & Bus SE,
78002635,Credit,2024-05-24,-13062453.22,10885.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002020,Credit,2022-10-05,-123625.38,103.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002711,Credit,2024-01-24,-49235.99,41.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001349,Credit,2023-03-23,-2897218.65,2414.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002978,Credit,2023-10-11,-1830053.34,1525.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001454,Credit,2023-07-29,-303865.5,253.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001440,Credit,2023-12-31,-105128.9,87.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001760,Credit,2021-03-09,-78683.04,65.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002611,Credit,2021-08-11,-8718339.96,7265.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001514,Credit,2022-08-20,-106964.03,89.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002104,Credit,2022-09-03,-2081765.14,1734.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002384,Credit,2024-08-27,-14601410.24,12167.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001287,Credit,2022-03-16,-12146258.59,10121.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001007,Credit,2020-12-20,-2674522.43,2228.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001086,Credit,2021-07-02,-183759.48,153.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001997,Credit,2021-04-11,-1915.71,1.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001285,Credit,2024-05-22,-47111.53,39.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002422,Credit,2022-10-26,-205271.94,171.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001073,Credit,2024-04-01,-10454404.64,8712.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002462,Credit,2022-06-29,-1213157.19,1010.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002146,Credit,2025-05-05,-742997.38,619.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002400,Credit,2025-11-26,-2195.49,1.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001805,Credit,2024-01-08,-27683.5,23.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002166,Credit,2025-03-11,-4150941.42,3459.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001157,Credit,2023-01-16,-80934.21,67.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001429,Credit,2025-08-10,-6273931.91,5228.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002471,Credit,2024-12-29,-3070478.78,2558.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002433,Credit,2025-12-14,-5214359.93,4345.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002394,Credit,2023-09-26,-30694.35,25.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78002132,Credit,2024-09-06,-40726638.12,33938.0,COGS Spare Parts,,Original equipment manufacturer (OEM) spare parts,,Volkswagen AG,
78001845,Credit,2023-04-02,-718449.79,756.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002730,Credit,2021-07-20,-266240.91,280.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001035,Credit,2022-02-16,-744032.67,783.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002113,Credit,2025-05-14,-13647037.4,14365.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002020,Credit,2020-05-01,-1958710.68,2061.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001973,Credit,2023-07-18,-331527.54,348.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002438,Credit,2022-03-27,-1847011.82,1944.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002997,Credit,2022-04-27,-6424552.46,6762.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002017,Credit,2025-04-24,-9412778.49,9908.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002319,Credit,2025-02-17,-1367441.71,1439.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002865,Credit,2023-08-03,-7816305.72,8227.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001712,Credit,2021-08-20,-7075.49,7.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002069,Credit,2022-11-06,-490417.82,516.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001487,Credit,2022-06-12,-1263599.43,1330.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001618,Credit,2022-02-14,-12561419.81,13222.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001169,Credit,2020-08-13,-3921295.94,4127.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001145,Credit,2023-04-03,-595441.54,626.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001867,Credit,2021-10-23,-10997.69,11.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001419,Credit,2023-12-19,-3401678.07,3580.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002995,Credit,2021-11-30,-2716782.43,2859.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002713,Credit,2022-08-01,-4193217.98,4413.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001572,Credit,2020-04-23,-9924550.53,10446.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002959,Credit,2025-12-16,-180898.88,190.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002026,Credit,2023-01-15,-1394254.74,1467.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002617,Credit,2020-02-21,-44622.42,46.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002286,Credit,2023-03-29,-938315.09,987.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001798,Credit,2025-03-25,-937773.58,987.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001320,Credit,2024-08-22,-1065121.46,1121.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002630,Credit,2024-03-15,-4981299.61,5243.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78002599,Credit,2020-10-30,-62148.28,65.0,COGS Spare Parts,,"Vehicle tires (all-season, winter, summer)",,Bridgestone Denmark,
78001245,Credit,2023-12-12,-4051093.7,3375.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002612,Credit,2024-08-09,-3205245.75,2671.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001476,Credit,2023-06-06,-678030.32,565.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002282,Credit,2025-05-11,-848728.59,707.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002116,Credit,2021-08-29,-9698735.35,8082.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002826,Credit,2021-06-11,-1458483.6,1215.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001782,Credit,2025-03-23,-867433.55,722.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001532,Credit,2023-10-01,-7232103.12,6026.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002597,Credit,2020-01-04,-119323.19,99.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002362,Credit,2022-02-13,-1335954.31,1113.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002947,Credit,2025-02-26,-1162889.23,969.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002283,Credit,2020-02-27,-1338680.18,1115.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001236,Credit,2020-01-08,-2367900.89,1973.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002164,Credit,2021-09-08,-31748.26,26.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001974,Credit,2025-06-27,-90445.52,75.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002970,Credit,2025-05-31,-106317.58,88.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002967,Credit,2023-02-09,-182484.68,152.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001678,Credit,2023-04-25,-9164391.68,7636.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002503,Credit,2021-12-28,-2734569.52,2278.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001578,Credit,2021-06-14,-203969.43,169.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002373,Credit,2024-11-22,-157432.98,131.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002593,Credit,2020-08-20,-172843.92,144.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002747,Credit,2022-12-02,-80280.31,66.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001129,Credit,2023-10-21,-234853.22,195.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002560,Credit,2020-08-15,-1398081.79,1165.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001010,Credit,2023-02-11,-8525.3,7.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001256,Credit,2023-06-17,-7778910.73,6482.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001815,Credit,2024-06-16,-20579.04,17.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001368,Credit,2021-05-26,-5232141.7,4360.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78001943,Credit,2021-10-05,-187822.58,156.0,COGS Spare Parts,,Engine oil (barrels),,Volkswagen AG,
78002417,Credit,2023-05-31,-834936.32,878.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002616,Credit,2025-11-26,-2452394.73,2581.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002821,Credit,2021-04-17,-1301460.54,1369.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002442,Credit,2025-12-01,-8186.1,8.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001881,Credit,2024-04-14,-3683782.01,3877.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001018,Credit,2024-12-17,-1593565.77,1677.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001109,Credit,2020-07-16,-69872.31,73.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002460,Credit,2021-10-20,-1732946.89,1824.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001504,Credit,2020-05-05,-440993.23,464.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002057,Credit,2022-03-25,-2450.69,2.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002311,Credit,2025-11-22,-271987.86,286.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002867,Credit,2020-08-18,-87253.2,91.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002002,Credit,2023-05-15,-2216552.12,2333.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001254,Credit,2020-01-13,-5281654.24,5559.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001637,Credit,2024-04-10,-45960.49,48.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002744,Credit,2021-03-04,-2156464.93,2269.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001133,Credit,2020-10-09,-489884.13,515.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001498,Credit,2022-01-08,-2751546.87,2896.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001396,Credit,2024-08-19,-771397.62,811.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002510,Credit,2020-08-21,-2329717.06,2452.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002621,Credit,2021-05-15,-63021.44,66.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002610,Credit,2020-01-19,-368013.1,387.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002983,Credit,2025-10-23,-211744.48,222.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001646,Credit,2023-07-19,-182855.59,192.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002836,Credit,2024-04-26,-39161.24,41.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001684,Credit,2023-11-28,-1024590.5,1078.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002236,Credit,2020-11-11,-76362.48,80.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002856,Credit,2023-07-25,-21913650.25,23067.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002373,Credit,2020-10-13,-6116944.54,6438.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78001018,Credit,2022-05-27,-177649.25,186.0,COGS Spare Parts,,Automotive paint and coatings,,Bosch Automotive,
78002010,Credit,2023-05-30,-13739394.15,8587.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78001118,Credit,2023-05-07,-2094321.73,1308.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002838,Credit,2020-09-16,-4946091.74,3091.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78001301,Credit,2020-03-14,-658392.27,411.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002308,Credit,2024-10-17,-1619631.24,1012.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78001226,Credit,2024-05-09,-82873.83,51.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002530,Credit,2020-06-28,-523527.68,327.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002524,Credit,2020-10-04,-149740.7,93.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002235,Credit,2025-05-11,-712023.46,445.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78001355,Credit,2024-08-15,-25240.07,15.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78001700,Credit,2025-12-23,-653011.38,408.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78001486,Credit,2021-07-08,-407483.97,254.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002344,Credit,2022-12-03,-4728827.58,2955.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002686,Credit,2021-05-30,-1397522.4,873.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78001222,Credit,2023-09-25,-764853.01,478.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002663,Credit,2020-09-09,-6813156.14,4258.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002783,Credit,2020-10-04,-97090.76,60.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002586,Credit,2020-06-05,-27787.51,17.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002214,Credit,2024-02-29,-2118697.32,1324.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78001994,Credit,2022-12-15,-122771.55,76.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78001499,Credit,2023-09-15,-255478.17,159.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002518,Credit,2025-04-13,-169570.12,105.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002260,Credit,2024-06-10,-3083986.89,1927.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002045,Credit,2022-10-07,-809158.69,505.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002645,Credit,2025-11-28,-967860.76,604.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002350,Credit,2022-09-26,-1211855.86,757.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002568,Credit,2020-09-02,-1345290.56,840.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002150,Credit,2025-12-16,-4453366.43,2783.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78001364,Credit,2020-02-18,-338865.19,211.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002891,Credit,2023-04-17,-926128.83,578.0,COGS Spare Parts,,"Automotive glass (windshields, windows)",,Saint-Gobain Autover Danmark,
78002067,Credit,2021-11-08,-6371556.5,344.0,COGS Spare Parts,,Gearboxes and transmissions,,Volkswagen AG,
